,TimeLabel
1643,Saturday10
1644,Saturday11
1645,Saturday12
1646,Saturday13
1647,Saturday14
1648,Saturday15
1649,Saturday16
1650,Saturday17
1651,Saturday18
1652,Saturday19
1653,Saturday20
1654,Saturday21
1655,Saturday22
1656,Saturday23
1657,Sunday0
1658,Sunday1
1659,Sunday2
1660,Sunday3
1661,Sunday4
1662,Sunday5
1663,Sunday6
1664,Sunday7
1665,Sunday8
1666,Sunday9
1667,Sunday10
1668,Sunday11
1669,Sunday12
1670,Sunday13
1671,Sunday14
1672,Sunday15
1673,Sunday16
1674,Sunday17
1675,Sunday18
1676,Sunday19
1677,Sunday20
1678,Sunday21
1679,Sunday22
1680,Sunday23
1681,Monday0
1682,Monday1
1683,Monday2
1684,Monday3
1685,Monday4
1686,Monday5
1687,Monday6
1688,Monday7
1689,Monday8
1690,Monday9
1691,Monday10
1692,Monday11
1693,Monday12
1694,Monday13
1695,Monday14
1696,Monday15
1697,Monday16
1698,Monday17
1699,Monday18
1700,Monday19
1701,Monday20
1702,Monday21
1703,Monday22
1704,Monday23
1705,Tuesday0
1706,Tuesday1
1707,Tuesday2
1708,Tuesday3
1709,Tuesday4
1710,Tuesday5
1711,Tuesday6
1712,Tuesday7
1713,Tuesday8
1714,Tuesday9
1715,Tuesday10
1716,Tuesday11
1717,Tuesday12
1718,Tuesday13
1719,Tuesday14
1720,Tuesday15
1721,Tuesday16
1722,Tuesday17
1723,Tuesday18
1724,Tuesday19
1725,Tuesday20
1726,Tuesday21
1727,Tuesday22
1728,Tuesday23
1729,Wednesday0
1730,Wednesday1
1731,Wednesday2
1732,Wednesday3
1733,Wednesday4
1734,Wednesday5
1735,Wednesday6
1736,Wednesday7
1737,Wednesday8
1738,Wednesday9
1739,Wednesday10
1740,Wednesday11
1741,Wednesday12
1742,Wednesday13
1743,Wednesday14
1744,Wednesday15
1745,Wednesday16
1746,Wednesday17
1747,Wednesday18
1748,Wednesday19
1749,Wednesday20
1750,Wednesday21
1751,Wednesday22
1752,Wednesday23
1753,Thursday0
1754,Thursday1
1755,Thursday2
1756,Thursday3
1757,Thursday4
1758,Thursday5
1759,Thursday6
1760,Thursday7
1761,Thursday8
1762,Thursday9
1763,Thursday10
1764,Thursday11
1765,Thursday12
1766,Thursday13
1767,Thursday14
1768,Thursday15
1769,Thursday16
1770,Thursday17
1771,Thursday18
1772,Thursday19
1773,Thursday20
1774,Thursday21
1775,Thursday22
1776,Thursday23
1777,Friday0
1778,Friday1
1779,Friday2
1780,Friday3
1781,Friday4
1782,Friday5
1783,Friday6
1784,Friday7
1785,Friday8
1786,Friday9
1787,Friday10
1788,Friday11
1789,Friday12
1790,Friday13
1791,Friday14
1792,Friday15
1793,Friday16
1794,Friday17
1795,Friday18
1796,Friday19
1797,Friday20
1798,Friday21
1799,Friday22
1800,Friday23
1801,Saturday0
1802,Saturday1
1803,Saturday2
1804,Saturday3
1805,Saturday4
1806,Saturday5
1807,Saturday6
1808,Saturday7
1809,Saturday8
1810,Saturday9
1811,Saturday10
1812,Saturday11
1813,Saturday12
1814,Saturday13
1815,Saturday14
1816,Saturday15
1817,Saturday16
1818,Saturday17
1819,Saturday18
1820,Saturday19
1821,Saturday20
1822,Saturday21
1823,Saturday22
1824,Saturday23
1825,Sunday0
1826,Sunday1
1827,Sunday2
1828,Sunday3
1829,Sunday4
1830,Sunday5
1831,Sunday6
1832,Sunday7
1833,Sunday8
1834,Sunday9
1835,Sunday10
1836,Sunday11
1837,Sunday12
1838,Sunday13
1839,Sunday14
1840,Sunday15
1841,Sunday16
1842,Sunday17
1843,Sunday18
1844,Sunday19
1845,Sunday20
1846,Sunday21
1847,Sunday22
1848,Sunday23
1849,Monday0
1850,Monday1
1851,Monday2
1852,Monday3
1853,Monday4
1854,Monday5
1855,Monday6
1856,Monday7
1857,Monday8
1858,Monday9
1859,Monday10
1860,Monday11
1861,Monday12
1862,Monday13
1863,Monday14
1864,Monday15
1865,Monday16
1866,Monday17
1867,Monday18
1868,Monday19
1869,Monday20
1870,Monday21
1871,Monday22
1872,Monday23
1873,Tuesday0
1874,Tuesday1
1875,Tuesday2
1876,Tuesday3
1877,Tuesday4
1878,Tuesday5
1879,Tuesday6
1880,Tuesday7
1881,Tuesday8
1882,Tuesday9
1883,Tuesday10
1884,Tuesday11
1885,Tuesday12
1886,Tuesday13
1887,Tuesday14
1888,Tuesday15
1889,Tuesday16
1890,Tuesday17
1891,Tuesday18
1892,Tuesday19
1893,Tuesday20
1894,Tuesday21
1895,Tuesday22
1896,Tuesday23
1897,Wednesday0
1898,Wednesday1
1899,Wednesday2
1900,Wednesday3
1901,Wednesday4
1902,Wednesday5
1903,Wednesday6
1904,Wednesday7
1905,Wednesday8
1906,Wednesday9
1907,Wednesday10
1908,Wednesday11
1909,Wednesday12
1910,Wednesday13
1911,Wednesday14
1912,Wednesday15
1913,Wednesday16
1914,Wednesday17
1915,Wednesday18
1916,Wednesday19
1917,Wednesday20
1918,Wednesday21
1919,Wednesday22
1920,Wednesday23
1921,Thursday0
1922,Thursday1
1923,Thursday2
1924,Thursday3
1925,Thursday4
1926,Thursday5
1927,Thursday6
1928,Thursday7
1929,Thursday8
1930,Thursday9
1931,Thursday10
1932,Thursday11
1933,Thursday12
1934,Thursday13
1935,Thursday14
1936,Thursday15
1937,Thursday16
1938,Thursday17
1939,Thursday18
1940,Thursday19
1941,Thursday20
1942,Thursday21
1943,Thursday22
1944,Thursday23
1945,Friday0
1946,Friday1
1947,Friday2
1948,Friday3
1949,Friday4
1950,Friday5
1951,Friday6
1952,Friday7
1953,Friday8
1954,Friday9
1955,Friday10
1956,Friday11
1957,Friday12
1958,Friday13
1959,Friday14
1960,Friday15
1961,Friday16
1962,Friday17
1963,Friday18
1964,Friday19
1965,Friday20
1966,Friday21
1967,Friday22
1968,Friday23
1969,Saturday0
1970,Saturday1
1971,Saturday2
1972,Saturday3
1973,Saturday4
1974,Saturday5
1975,Saturday6
1976,Saturday7
1977,Saturday8
1978,Saturday9
1979,Saturday10
1980,Saturday11
1981,Saturday12
1982,Saturday13
1983,Saturday14
1984,Saturday15
1985,Saturday16
1986,Saturday17
1987,Saturday18
1988,Saturday19
1989,Saturday20
1990,Saturday21
1991,Saturday22
1992,Saturday23
1993,Sunday0
1994,Sunday1
1995,Sunday2
1996,Sunday3
1997,Sunday4
1998,Sunday5
1999,Sunday6
2000,Sunday7
2001,Sunday8
2002,Sunday9
2003,Sunday10
2004,Sunday11
2005,Sunday12
2006,Sunday13
2007,Sunday14
2008,Sunday15
2009,Sunday16
2010,Sunday17
2011,Sunday18
2012,Sunday19
2013,Sunday20
2014,Sunday21
2015,Sunday22
2016,Sunday23
2017,Monday0
2018,Monday1
2019,Monday2
2020,Monday3
2021,Monday4
2022,Monday5
2023,Monday6
2024,Monday7
2025,Monday8
2026,Monday9
2027,Monday10
2028,Monday11
2029,Monday12
2030,Monday13
2031,Monday14
2032,Monday15
2033,Monday16
2034,Monday17
2035,Monday18
2036,Monday19
2037,Monday20
2038,Monday21
2039,Monday22
2040,Monday23
2041,Tuesday0
2042,Tuesday1
2043,Tuesday2
2044,Tuesday3
2045,Tuesday4
2046,Tuesday5
2047,Tuesday6
2048,Tuesday7
2049,Tuesday8
2050,Tuesday9
2051,Tuesday10
2052,Tuesday11
2053,Tuesday12
2054,Tuesday13
2055,Tuesday14
2056,Tuesday15
2057,Tuesday16
2058,Tuesday17
2059,Tuesday18
2060,Tuesday19
2061,Tuesday20
2062,Tuesday21
2063,Tuesday22
2064,Tuesday23
2065,Wednesday0
2066,Wednesday1
2067,Wednesday2
2068,Wednesday3
2069,Wednesday4
2070,Wednesday5
2071,Wednesday6
2072,Wednesday7
2073,Wednesday8
2074,Wednesday9
2075,Wednesday10
2076,Wednesday11
2077,Wednesday12
2078,Wednesday13
2079,Wednesday14
2080,Wednesday15
2081,Wednesday16
2082,Wednesday17
2083,Wednesday18
2084,Wednesday19
2085,Wednesday20
2086,Wednesday21
2087,Wednesday22
2088,Wednesday23
2089,Thursday0
2090,Thursday1
2091,Thursday2
2092,Thursday3
2093,Thursday4
2094,Thursday5
2095,Thursday6
2096,Thursday7
2097,Thursday8
2098,Thursday9
2099,Thursday10
2100,Thursday11
2101,Thursday12
2102,Thursday13
2103,Thursday14
2104,Thursday15
2105,Thursday16
2106,Thursday17
2107,Thursday18
2108,Thursday19
2109,Thursday20
2110,Thursday21
2111,Thursday22
2112,Thursday23
2113,Friday0
2114,Friday1
2115,Friday2
2116,Friday3
2117,Friday4
2118,Friday5
2119,Friday6
2120,Friday7
2121,Friday8
2122,Friday9
2123,Friday10
2124,Friday11
2125,Friday12
2126,Friday13
2127,Friday14
2128,Friday15
2129,Friday16
2130,Friday17
2131,Friday18
2132,Friday19
2133,Friday20
2134,Friday21
2135,Friday22
2136,Friday23
