Year,Month,Philly_Temp,M3,Dominion_South,TranscoZ6_nonNY,ChiCityGate,TranscoZ5_nonWGL,HenryHub,TranscoZ6_NY
2015,8,77.65451389,1.347245628,1.256477949,2.62481165,2.890779133,2.880121629,2.810008484,1.583070649
2015,8,77.10590278,1.309983501,1.234348916,2.478398186,2.873131084,2.855562622,2.78298449,1.467229346
2015,8,76.10243056,1.300300002,1.220199943,2.34890008,2.907500029,2.880800009,2.80189991,1.502099991
2015,8,76.43923611,1.300300002,1.220199943,2.34890008,2.907500029,2.880800009,2.80189991,1.502099991
2015,8,74.26909722,1.455309901,1.352289701,2.465593483,2.916169833,2.891612288,2.827112089,1.992042858
2015,8,75.74652778,1.63790765,1.505130872,2.664466592,2.922259234,2.910571822,2.847517328,2.592526774
2015,8,77.125,1.669433145,1.540695627,2.764835852,2.951090286,2.931854191,2.878125871,2.720081537
2015,8,76.33680556,1.662540936,1.54997234,2.803828823,2.998246137,2.950232148,2.914946715,2.752207194
2015,8,77.87152778,1.628477399,1.507475489,2.837952718,2.960485732,2.931981622,2.871405068,2.848557477
2015,8,79.91319444,1.606099963,1.471199989,2.851599932,2.906800032,2.908400059,2.826600075,2.933099985
2015,8,81.64409722,1.606099963,1.471199989,2.851599932,2.906800032,2.908400059,2.826600075,2.933099985
2015,8,82.93576389,1.630365462,1.515744807,2.862262766,2.888364297,2.889017525,2.795508357,2.897025633
2015,8,80.85590278,1.540149519,1.443308683,2.819386725,2.863472099,2.836764076,2.737293772,2.792836375
2015,8,81.93923611,1.366801773,1.270191648,2.74571851,2.854857866,2.813067808,2.721062245,2.72639342
2015,8,80.49652778,1.332366873,1.247436295,2.695904461,2.833566347,2.796789237,2.721237609,2.67359067
2015,8,80.25694444,1.33387849,1.248211788,2.710942343,2.791728931,2.770551575,2.703922668,2.696279005
2015,8,76.90104167,1.311200023,1.215899944,2.756500006,2.768899918,2.770100117,2.697400093,2.774600029
2015,8,76.35590278,1.311200023,1.215899944,2.756500006,2.768899918,2.770100117,2.697400093,2.774600029
2015,8,78.40277778,1.322111971,1.222576719,2.705029299,2.749268389,2.766911174,2.666308375,2.654867246
2015,8,80.30208333,1.317304988,1.223021865,2.649213851,2.763332145,2.767586518,2.665344248,2.541724205
2015,8,75.04513889,1.293627046,1.198911955,2.686107437,2.803877434,2.771749225,2.706513023,2.611881603
2015,8,73.04513889,1.248330555,1.156485441,2.649022691,2.794056974,2.738018422,2.700408553,2.513163834
2015,8,74.39409722,1.127090973,1.082123099,2.445135766,2.771571066,2.683371199,2.669797719,2.138437809
2015,8,76.76215278,1.042999983,1.032099962,2.319200039,2.765500069,2.662800074,2.655999899,1.925199986
2015,8,79.97048611,1.042999983,1.032099962,2.319200039,2.765500069,2.662800074,2.655999899,1.925199986
2015,8,81.92013889,1.149130221,1.115409729,2.556622799,2.767991326,2.718605623,2.666961742,2.351713848
2015,9,82.39756944,1.42172261,1.327353855,2.839846214,2.803534917,2.817152512,2.711682618,2.829232582
2015,9,81.93576389,1.524224354,1.387041311,2.772564337,2.821702633,2.844652859,2.730402969,2.85737041
2015,9,84.65972222,1.407032505,1.274150336,2.548314378,2.772767538,2.796315315,2.693674711,2.557075239
2015,9,81.38888889,1.300786451,1.196718423,2.366989759,2.727589092,2.754579321,2.67065504,2.019889517
2015,9,76.65451389,1.246899962,1.162500024,2.297699928,2.716300011,2.746099949,2.669199944,1.762799978
2015,9,75.65972222,1.246899962,1.162500024,2.297699928,2.716300011,2.746099949,2.669199944,1.762799978
2015,9,78.91319444,1.246899962,1.162500024,2.297699928,2.716300011,2.746099949,2.669199944,1.762799978
2015,9,81.57986111,1.437186978,1.320549302,2.572891062,2.759250357,2.792687691,2.699195418,2.301921515
2015,9,82.90625,1.571798631,1.444173799,2.694392109,2.779480199,2.809305604,2.730097486,2.748535357
2015,9,74.52083333,1.440756588,1.317118113,2.503519065,2.7355722,2.764200891,2.719788296,2.526685129
2015,9,73.76909722,1.29295656,1.194805906,2.27647117,2.701894556,2.721248478,2.686726481,2.054357404
2015,9,72.96180556,1.218799949,1.164199948,2.082499981,2.688999891,2.692800045,2.664599895,1.70539999
2015,9,66.41145833,1.218799949,1.164199948,2.082499981,2.688999891,2.692800045,2.664599895,1.70539999
2015,9,66.84895833,1.296329845,1.217115623,2.168350899,2.720191278,2.704708568,2.683484201,1.902563
2015,9,71.72048611,1.369716334,1.271047779,2.367656869,2.765252466,2.731398866,2.716551102,2.323475156
2015,9,74.64409722,1.397486801,1.314650371,2.584639969,2.739188746,2.733344881,2.707082309,2.602308643
