Date,DayOfWeek,Hour,DEMAND-MISO,DEMAND-PJM,WIND-PJM,WIND-MISO,NATGAS-TRANSCO-Z6,NATGAS-TETCO,NATGAS-CHICAGO,TEMP-NY,TEMPERATURE-SOUTHERN-PJM,TEMPERATURE-WESTERN-PJM,TEMPERATURE-COMED,TEMP-MISO,IMPORT-PJM,IMPORT-NY
11/1/2021 0:00,Monday,0,58300,67035,5173.06,8273,4.43,4.39,5.18,57,52,49,41,44,2425,786.92
11/1/2021 1:00,Monday,1,58590,65467,4632.5,7780,4.44,4.4,5.17,55,54,49,39,42,2851.92,722.92
11/1/2021 2:00,Monday,2,58700,64794,4405.72,7503,4.46,4.42,5.17,55,53,48,38,42,3395.08,735
11/1/2021 3:00,Monday,3,58750,65039,4127.16,7229,4.48,4.44,5.17,54,52,46,37,41,3306.42,757.42
11/1/2021 4:00,Monday,4,58440,66656,3843.49,6913,4.5,4.46,5.17,53,51,45,37,40,2685.5,915.42
11/1/2021 5:00,Monday,5,60110,70993,3571.88,6569,4.52,4.49,5.17,53,50,44,36,39,2314,782.25
11/1/2021 6:00,Monday,6,64500,78335,3081.64,6236,4.55,4.51,5.16,53,49,43,35,39,1789.42,945.58
11/1/2021 7:00,Monday,7,70250,83691,2733.14,6060,4.57,4.53,5.16,52,49,43,34,38,1341.83,736
11/1/2021 8:00,Monday,8,73500,85000,2043.04,6026,4.59,4.56,5.16,52,49,42,33,38,1499.17,549.67
11/1/2021 9:00,Monday,9,74280,84674,1496.73,5478,4.61,4.58,5.16,55,53,43,34,39,1219.08,408
11/1/2021 10:00,Monday,10,74000,84448,1397.62,4793,4.63,4.6,5.16,54,57,45,37,42,929.17,309.75
11/1/2021 11:00,Monday,11,73490,84032,1365.42,4636,4.66,4.62,5.16,56,60,47,41,45,1471.33,-26.92
11/1/2021 12:00,Monday,12,73150,83753,1497.77,5551,4.68,4.65,5.15,57,61,49,43,48,1980.75,-101.83
11/1/2021 13:00,Monday,13,73000,83328,1790.83,6824,4.7,4.67,5.15,56,62,50,44,49,2142,-0.83
11/1/2021 14:00,Monday,14,72850,82715,1970.01,7911,4.72,4.69,5.15,57,63,52,46,50,2530.92,66.5
11/1/2021 15:00,Monday,15,72550,82303,2333.92,8353,4.74,4.72,5.15,57,63,52,46,51,2632.17,117.92
11/1/2021 16:00,Monday,16,72390,82971,2080.88,8225,4.77,4.74,5.15,57,62,52,46,51,2649.17,156.58
11/1/2021 17:00,Monday,17,72630,84590,2050.13,7685,4.79,4.76,5.14,57,62,51,47,51,2569.08,17.83
11/1/2021 18:00,Monday,18,73790,86594,2144.16,6721,4.81,4.79,5.14,55,58,50,46,50,2187.92,251.08
11/1/2021 19:00,Monday,19,75090,87841,2575.3,5900,4.83,4.81,5.14,54,54,48,44,48,2380,430
11/1/2021 20:00,Monday,20,74360,86791,2466.58,5482,4.85,4.83,5.14,53,52,46,42,46,2434.5,193.08
11/1/2021 21:00,Monday,21,72300,83770,2547.53,5209,4.88,4.85,5.14,53,50,45,41,44,2847.33,-109.5
11/1/2021 22:00,Monday,22,69350,79497,2781.79,5011,4.9,4.88,5.13,51,49,44,39,43,2815.17,-50.25
11/1/2021 23:00,Monday,23,66970,75281,2959.69,4892,4.92,4.9,5.13,52,48,44,39,42,3271.42,108.33
11/2/2021 0:00,Tuesday,0,64000,72933,3010.83,4910,4.94,4.92,5.13,50,47,43,37,41,3453.92,161.75
11/2/2021 1:00,Tuesday,1,62370,71363,3022,6255,4.96,4.94,5.13,50,48,43,37,41,3873.08,183.67
11/2/2021 2:00,Tuesday,2,61190,70688,2897.4,6124,4.97,4.95,5.14,50,47,42,36,40,3781.67,159.92
11/2/2021 3:00,Tuesday,3,60820,70822,2812.33,5873,4.99,4.96,5.15,49,47,42,34,39,3948.25,298.75
11/2/2021 4:00,Tuesday,4,60760,72428,2748.72,5622,5,4.98,5.16,48,47,41,34,38,3704.5,347.08
11/2/2021 5:00,Tuesday,5,61330,76898,2575.75,5419,5.01,4.99,5.17,49,46,40,33,38,3401.33,476.25
11/2/2021 6:00,Tuesday,6,65000,84235,2354.48,5137,5.02,5,5.18,48,46,39,33,37,2162,235.58
11/2/2021 7:00,Tuesday,7,70150,89124,2224.97,4806,5.04,5.01,5.19,48,46,39,32,37,1736.25,81.75
11/2/2021 8:00,Tuesday,8,73710,89610,1502.41,4526,5.05,5.02,5.2,48,46,38,31,36,1864.17,-217
11/2/2021 9:00,Tuesday,9,74530,88672,1111.08,4037,5.06,5.03,5.21,49,49,39,31,36,1832.92,-220.75
11/2/2021 10:00,Tuesday,10,74060,88011,1024.61,3407,5.08,5.05,5.22,49,52,40,35,39,1246.33,-40.17
11/2/2021 11:00,Tuesday,11,73280,87161,1219.68,3164,5.09,5.06,5.23,52,54,42,38,42,1151.92,40.58
11/2/2021 12:00,Tuesday,12,72570,86559,1770.01,3566,5.1,5.07,5.24,53,55,44,41,45,1328.83,0.67
11/2/2021 13:00,Tuesday,13,72150,86037,2278.33,4062,5.11,5.08,5.24,52,55,45,43,47,1912.08,151.58
11/2/2021 14:00,Tuesday,14,71990,85370,2263.34,4526,5.13,5.09,5.25,51,55,46,44,48,2194.08,197.58
11/2/2021 15:00,Tuesday,15,71760,85069,2315.48,4700,5.14,5.1,5.26,52,54,46,45,49,2145.83,145.08
11/2/2021 16:00,Tuesday,16,71570,85902,2228.44,4487,5.15,5.12,5.27,52,53,46,45,49,1802.5,127
11/2/2021 17:00,Tuesday,17,71860,87754,2184.58,4047,5.16,5.13,5.28,51,52,45,45,49,1790.92,231.42
11/2/2021 18:00,Tuesday,18,73340,89903,2138.94,3444,5.18,5.14,5.29,50,51,44,44,48,1632.83,104.17
11/2/2021 19:00,Tuesday,19,75070,91061,1925.87,2849,5.19,5.15,5.3,50,48,42,42,45,990,18.67
11/2/2021 20:00,Tuesday,20,74500,90372,1928.47,2353,5.2,5.16,5.31,49,47,40,40,43,975.42,126.33
11/2/2021 21:00,Tuesday,21,72800,87616,1863.09,2141,5.21,5.17,5.32,48,46,39,39,41,1453.5,206.67
11/2/2021 22:00,Tuesday,22,70280,83371,1801.55,2024,5.23,5.19,5.33,47,45,38,37,40,1924.75,185.92
11/2/2021 23:00,Tuesday,23,68130,79262,1585.13,1967,5.24,5.2,5.34,46,43,37,36,39,2154,-99.42
11/3/2021 0:00,Wednesday,0,65150,77741,1496.85,1949,5.25,5.21,5.35,46,43,36,35,38,2520.08,298.92
11/3/2021 1:00,Wednesday,1,63910,76349,1346.26,2081,5.27,5.22,5.35,45,42,36,32,37,2604.17,313.67
11/3/2021 2:00,Wednesday,2,63200,75937,1215.53,2139,5.28,5.23,5.36,44,42,35,31,37,2804.25,138.33
11/3/2021 3:00,Wednesday,3,62810,76426,1150.06,2191,5.29,5.25,5.37,43,41,34,30,36,2683.58,253.58
11/3/2021 4:00,Wednesday,4,63010,78401,1007.92,2276,5.31,5.26,5.38,42,40,34,30,36,2450.08,260.5
11/3/2021 5:00,Wednesday,5,64130,83145,948.28,2344,5.32,5.27,5.39,42,40,33,30,35,2251.33,358.83
11/3/2021 6:00,Wednesday,6,66750,90633,806.35,2351,5.34,5.28,5.39,41,39,33,29,34,1903.75,449.17
11/3/2021 7:00,Wednesday,7,71850,95060,621.9,2347,5.35,5.29,5.4,40,39,32,29,34,1550.25,170.33
11/3/2021 8:00,Wednesday,8,75330,94586,554.91,2441,5.36,5.31,5.41,41,38,32,28,34,1694.75,462.92
11/3/2021 9:00,Wednesday,9,76100,92229,539.86,2537,5.38,5.32,5.42,42,42,34,29,35,1428.58,443
11/3/2021 10:00,Wednesday,10,75620,90142,559.94,2279,5.39,5.33,5.42,44,46,37,33,38,1260,441.25
11/3/2021 11:00,Wednesday,11,74790,88340,558.87,1716,5.4,5.34,5.43,46,49,40,37,41,1286.33,105.83
11/3/2021 12:00,Wednesday,12,74000,86987,544.96,1447,5.42,5.36,5.44,48,51,43,40,44,1524.5,-33.67
11/3/2021 13:00,Wednesday,13,73460,86083,533.44,1452,5.43,5.37,5.45,50,52,44,42,46,1669.33,14.08
11/3/2021 14:00,Wednesday,14,73180,85197,503.87,1466,5.45,5.38,5.46,51,53,45,43,48,1858.25,64.17
11/3/2021 15:00,Wednesday,15,72950,84937,453.1,1418,5.46,5.39,5.46,50,54,46,44,48,1887.5,138.17
11/3/2021 16:00,Wednesday,16,72920,86030,414.99,1323,5.47,5.41,5.47,51,53,46,44,49,2001.5,227.5
11/3/2021 17:00,Wednesday,17,73370,88393,398.21,1223,5.49,5.42,5.48,49,52,46,44,49,2229.92,437.5
11/3/2021 18:00,Wednesday,18,74800,91060,345.97,1191,5.5,5.43,5.49,47,49,44,43,47,2284.92,651.92
11/3/2021 19:00,Wednesday,19,76470,92556,283.48,1337,5.51,5.44,5.5,47,46,42,40,45,2144.25,603.83
11/3/2021 20:00,Wednesday,20,75680,92338,241.11,1717,5.53,5.45,5.5,47,43,40,39,43,1665.83,445.33
11/3/2021 21:00,Wednesday,21,74140,89893,207.27,2364,5.54,5.47,5.51,46,42,39,37,41,1861.92,342.92
11/3/2021 22:00,Wednesday,22,71670,85753,171.62,2986,5.56,5.48,5.52,45,41,38,36,40,2041.83,324.42
11/3/2021 23:00,Wednesday,23,69420,81745,176,3461,5.57,5.49,5.53,44,40,36,35,39,2471.75,142.5
11/4/2021 0:00,Thursday,0,66230,78878,216,3803,5.58,5.5,5.54,44,40,35,34,38,2411.42,268.33
11/4/2021 1:00,Thursday,1,64600,77246,221.08,5536,5.59,5.51,5.54,42,43,34,31,37,1864.08,228.17
11/4/2021 2:00,Thursday,2,64160,76833,258.92,5386,5.58,5.5,5.54,42,43,33,31,37,2201.25,369.5
11/4/2021 3:00,Thursday,3,63780,77553,252.15,5194,5.57,5.49,5.54,42,42,32,31,36,2206.33,502.17
11/4/2021 4:00,Thursday,4,63990,80048,298.22,4970,5.56,5.49,5.54,41,42,31,31,36,2319.08,586.25
11/4/2021 5:00,Thursday,5,65420,85052,332.77,4770,5.55,5.48,5.54,39,41,31,30,35,2080.58,588.42
11/4/2021 6:00,Thursday,6,67130,92807,439.9,4666,5.54,5.47,5.55,39,40,31,30,35,1755.58,652.83
11/4/2021 7:00,Thursday,7,72130,97327,483.16,4713,5.53,5.47,5.55,39,39,31,31,34,1076.42,490.83
11/4/2021 8:00,Thursday,8,76010,96460,434.23,5004,5.52,5.46,5.55,40,40,31,31,34,1327.25,142.75
11/4/2021 9:00,Thursday,9,76780,93902,364.92,5089,5.51,5.46,5.55,41,42,33,32,35,1666.92,2.33
11/4/2021 10:00,Thursday,10,75930,91625,328.3,4674,5.5,5.45,5.55,42,46,37,35,38,1423.42,149.08
11/4/2021 11:00,Thursday,11,74570,89691,261.19,4202,5.49,5.44,5.55,46,49,40,38,41,1348.58,174
11/4/2021 12:00,Thursday,12,73330,88207,235.54,4163,5.48,5.44,5.55,47,51,44,40,44,1774.33,152.33
11/4/2021 13:00,Thursday,13,72340,87234,273.96,4381,5.47,5.43,5.55,49,51,45,42,47,2299.33,223.83
11/4/2021 14:00,Thursday,14,71570,86301,265.8,4729,5.46,5.42,5.55,50,52,47,44,49,2371.5,250.75
11/4/2021 15:00,Thursday,15,70990,85969,278.27,4988,5.45,5.42,5.56,49,52,47,45,50,2222.83,308.5
11/4/2021 16:00,Thursday,16,70720,87077,306.56,5138,5.45,5.41,5.56,50,52,47,46,51,2273.33,396.83
11/4/2021 17:00,Thursday,17,71150,89607,374.46,5324,5.44,5.4,5.56,48,51,46,46,51,2135.67,-57.17
11/4/2021 18:00,Thursday,18,72840,91866,480.57,5961,5.43,5.4,5.56,47,49,45,46,50,1935,56
11/4/2021 19:00,Thursday,19,75120,93473,602.9,7426,5.42,5.39,5.56,46,45,42,43,47,2069,115.42
11/4/2021 20:00,Thursday,20,75170,93121,779.47,9413,5.41,5.38,5.56,46,43,40,41,44,1871.92,201.42
11/4/2021 21:00,Thursday,21,73810,90408,952.02,10940,5.4,5.38,5.56,47,41,38,40,43,2281.25,448.58
11/4/2021 22:00,Thursday,22,71470,86272,1016.79,11979,5.39,5.37,5.56,46,40,37,39,41,2206.08,132
11/4/2021 23:00,Thursday,23,69400,82227,1168.2,12609,5.38,5.36,5.56,46,39,36,38,41,2288.58,257.08
11/5/2021 0:00,Friday,0,66550,80138,1325.1,12995,5.37,5.36,5.56,45,39,34,37,40,3078.08,312.67
11/5/2021 1:00,Friday,1,64890,78686,1443.26,13690,5.36,5.35,5.56,44,37,32,35,38,2574.42,457.92
11/5/2021 2:00,Friday,2,64190,78407,1545.33,13735,5.36,5.32,5.56,43,37,32,34,38,2357.33,399.83
11/5/2021 3:00,Friday,3,63880,78858,1668.85,13781,5.35,5.3,5.55,41,36,31,33,37,2120.08,402.08
11/5/2021 4:00,Friday,4,64190,80821,1999.91,13894,5.34,5.28,5.54,42,35,31,33,37,2197.67,371.5
11/5/2021 5:00,Friday,5,64960,85593,2097.06,14109,5.33,5.26,5.54,41,35,30,33,36,1832.17,567.83
11/5/2021 6:00,Friday,6,67510,93241,2428.63,14417,5.33,5.24,5.53,39,35,30,32,36,1700.67,575.83
11/5/2021 7:00,Friday,7,72750,98274,2398.8,14836,5.32,5.22,5.53,39,35,30,32,36,1134.25,184.58
11/5/2021 8:00,Friday,8,76020,97941,2144.29,15312,5.31,5.2,5.52,39,36,29,32,36,1360.75,233.08
11/5/2021 9:00,Friday,9,76440,95030,1596.65,15732,5.31,5.18,5.51,40,40,31,33,36,1011.67,264.42
11/5/2021 10:00,Friday,10,75410,91870,1093.67,15686,5.3,5.15,5.51,42,45,36,37,40,1072.92,240.42
11/5/2021 11:00,Friday,11,73900,89041,1133.93,15658,5.29,5.13,5.5,46,49,41,41,44,997.92,29
11/5/2021 12:00,Friday,12,72390,87055,1487.4,15968,5.29,5.11,5.49,48,51,44,45,48,1721.17,264.58
11/5/2021 13:00,Friday,13,71220,85665,1618.96,16444,5.28,5.09,5.49,49,53,46,48,50,2050,300.17
11/5/2021 14:00,Friday,14,70210,84442,1596.61,16861,5.27,5.07,5.48,50,53,48,50,53,1758.58,274.75
11/5/2021 15:00,Friday,15,69320,83659,1481.89,17100,5.27,5.05,5.48,51,54,49,50,54,1656.67,303.75
11/5/2021 16:00,Friday,16,68780,84391,1443.11,17142,5.26,5.03,5.47,50,54,49,51,55,1810.88,359.42
11/5/2021 17:00,Friday,17,68960,86534,1720.5,16856,5.25,5.01,5.46,49,53,48,51,55,1309.67,128.83
11/5/2021 18:00,Friday,18,70340,89418,2259.28,16688,5.25,4.98,5.46,47,49,46,49,53,1109.75,147.83
11/5/2021 19:00,Friday,19,72100,90422,2672.5,16707,5.24,4.96,5.45,46,45,43,46,50,1290.5,106.5
11/5/2021 20:00,Friday,20,71710,89988,2942.15,16698,5.23,4.94,5.45,46,43,41,44,48,1474.33,123.67
11/5/2021 21:00,Friday,21,70170,88257,3301.01,16696,5.23,4.92,5.44,46,41,39,43,46,1444.42,300.25
11/5/2021 22:00,Friday,22,68070,85116,3744.02,16806,5.22,4.9,5.43,46,39,37,42,45,1343.25,250.08
11/5/2021 23:00,Friday,23,65430,81688,4026.69,16617,5.21,4.88,5.43,44,39,36,41,44,1558.42,96.5
11/6/2021 0:00,Saturday,0,62890,79136,4066.54,16270,5.21,4.86,5.42,44,38,35,40,43,1727.25,58.5
11/6/2021 1:00,Saturday,1,61500,77833,4010.29,15708,5.2,4.84,5.42,43,37,33,37,42,1536.08,270.92
11/6/2021 2:00,Saturday,2,60520,77453,3835.57,15010,5.19,4.84,5.41,43,36,32,37,41,1743.92,395.83
11/6/2021 3:00,Saturday,3,60290,77760,3807.53,14206,5.19,4.84,5.4,42,36,32,37,40,1622.75,437.17
11/6/2021 4:00,Saturday,4,60580,78804,3689.21,13408,5.18,4.84,5.4,42,36,31,37,40,1707.92,526.75
11/6/2021 5:00,Saturday,5,61840,81061,3881.93,12697,5.17,4.84,5.39,42,36,31,37,39,1454.25,391.75
11/6/2021 6:00,Saturday,6,64500,84382,3917.9,12033,5.17,4.84,5.38,43,36,30,36,39,1269.83,626.67
11/6/2021 7:00,Saturday,7,66770,87098,4071.05,11447,5.16,4.84,5.38,41,37,30,36,38,846.75,416.25
11/6/2021 8:00,Saturday,8,67900,87385,3906.86,10884,5.15,4.84,5.37,41,37,30,37,38,1382.67,437.5
11/6/2021 9:00,Saturday,9,68250,85684,2952.42,10069,5.15,4.84,5.37,42,42,32,37,39,1241.5,170.08
11/6/2021 10:00,Saturday,10,68060,83159,2049.22,8772,5.14,4.84,5.36,46,46,37,40,42,1317.58,-74.92
11/6/2021 11:00,Saturday,11,67410,81052,1727.63,7143,5.13,4.84,5.35,48,51,42,44,46,1586.25,-59.75
11/6/2021 12:00,Saturday,12,66560,79024,1755.47,5849,5.13,4.84,5.35,49,54,47,48,51,2345.08,326.92
11/6/2021 13:00,Saturday,13,65730,77281,1745.02,5139,5.12,4.84,5.34,50,55,50,51,54,1953.08,365.83
11/6/2021 14:00,Saturday,14,64910,76021,1807.89,5071,5.11,4.84,5.34,52,56,52,54,57,1890.25,303.42
11/6/2021 15:00,Saturday,15,64220,75564,1751.31,5270,5.11,4.84,5.33,51,57,54,55,59,1498.42,208.17
11/6/2021 16:00,Saturday,16,64010,76521,2065.19,5399,5.1,4.84,5.32,52,57,54,56,59,1394.25,91.42
11/6/2021 17:00,Saturday,17,64560,78642,2673.37,5862,5.09,4.84,5.32,50,55,54,56,59,1352.08,223.08
11/6/2021 18:00,Saturday,18,66200,80938,3401.5,7313,5.09,4.84,5.31,49,53,51,55,58,1190.08,198.5
11/6/2021 19:00,Saturday,19,68070,82752,3788.71,9331,5.08,4.84,5.31,47,50,48,52,55,1524.83,202.92
11/6/2021 20:00,Saturday,20,67920,83233,4093.48,10804,5.07,4.84,5.3,47,49,45,50,52,1269.5,170.17
11/6/2021 21:00,Saturday,21,66570,81966,4230.73,12061,5.07,4.84,5.29,47,47,43,49,50,1211.33,187.75
11/6/2021 22:00,Saturday,22,64540,79510,4267.81,13079,5.06,4.84,5.29,45,46,41,48,48,1550.17,-45.67
11/6/2021 23:00,Saturday,23,62010,76671,4150.44,13561,5.05,4.84,5.28,45,45,40,47,47,1860,8
11/7/2021 0:00,Sunday,0,60370,75001,4072.15,13482,5.05,4.84,5.27,45,45,38,46,46,1812,316.25
11/7/2021 1:00,Sunday,1,57880,73131,4015.84,15291,5.04,4.84,5.27,43,46,36,47,45,1462.15,433
11/7/2021 1:00,Sunday,1,56830,72868.5,3959.53,14984,5.03,4.84,5.26,44,46,35,46,43,1221.35,520.33
11/7/2021 2:00,Sunday,2,57120,72606,3861.65,14548,5.03,4.84,5.26,43,44,34,45,42,1085.08,505.42
11/7/2021 3:00,Sunday,3,57170,72780,3605.42,13997,5.02,4.84,5.25,43,44,33,43,42,1071.33,384.17
11/7/2021 4:00,Sunday,4,57960,73571,3298.85,13484,5.01,4.84,5.24,42,43,33,42,41,1114.92,383.75
11/7/2021 5:00,Sunday,5,57930,75273,3075.4,13054,5,4.84,5.24,41,43,32,41,41,1151.42,349.17
11/7/2021 6:00,Sunday,6,58570,77887,3096.71,12579,5,4.84,5.23,41,42,32,41,40,950.75,565.75
11/7/2021 7:00,Sunday,7,60290,80202,2989.26,11853,4.99,4.84,5.23,41,42,32,41,41,1046.92,373.67
11/7/2021 8:00,Sunday,8,61750,80988,2310.93,11065,4.98,4.84,5.22,42,45,34,42,41,836,433.83
11/7/2021 9:00,Sunday,9,62610,79675,1708.9,10140,4.98,4.84,5.21,45,48,40,46,45,1095.75,522.5
11/7/2021 10:00,Sunday,10,62930,77669,1546.11,9203,4.97,4.84,5.21,48,53,46,50,50,1635.5,354.83
11/7/2021 11:00,Sunday,11,63020,76075,1688.11,8484,4.96,4.84,5.2,50,55,51,54,54,1612.83,165.42
11/7/2021 12:00,Sunday,12,62930,74999,2218.66,8042,4.96,4.84,5.2,52,57,55,58,58,2244.42,301.17
11/7/2021 13:00,Sunday,13,62750,74116,2652.74,8058,4.95,4.84,5.19,53,58,57,60,61,2602,588.5
11/7/2021 14:00,Sunday,14,62450,73960,3007.96,8490,4.94,4.84,5.18,54,59,59,62,63,2604,519.33
11/7/2021 15:00,Sunday,15,62280,74865,3534.96,8877,4.94,4.84,5.18,54,59,59,63,64,2365.58,434.83
11/7/2021 16:00,Sunday,16,62850,77701,4178.27,9438,4.93,4.84,5.17,52,58,59,63,64,2449.17,211.08
11/7/2021 17:00,Sunday,17,65240,82811,5065.15,10488,4.92,4.84,5.16,51,55,56,61,62,2282,-3.75
11/7/2021 18:00,Sunday,18,68310,85034,5790.81,11722,4.92,4.84,5.16,49,51,52,58,59,1695.5,105.75
11/7/2021 19:00,Sunday,19,68560,85130,6341.56,12529,4.91,4.84,5.15,50,49,50,56,56,1771.42,196.33
11/7/2021 20:00,Sunday,20,67440,84283,6627.13,13007,4.9,4.84,5.15,49,47,48,55,54,1800.17,135.83
11/7/2021 21:00,Sunday,21,65610,81837,6584.81,13270,4.9,4.84,5.14,50,46,46,54,53,2054.92,-3.83
11/7/2021 22:00,Sunday,22,63080,78486,6509.17,13248,4.89,4.84,5.13,48,45,45,53,52,1885.92,223.92
11/7/2021 23:00,Sunday,23,60460,75442,6473.91,12987,4.88,4.84,5.13,47,44,43,52,50,1510.17,369.33
11/8/2021 0:00,Monday,0,59270,73434,6403.87,13679,4.88,4.84,5.13,48,41,42,52,49,1750,127.75
11/8/2021 1:00,Monday,1,58920,72273,6411.49,13129,4.87,4.83,5.13,47,41,41,51,47,1801.33,203.75
11/8/2021 2:00,Monday,2,58570,71942,6273.78,12459,4.86,4.83,5.13,48,41,40,50,46,1773.33,195.08
11/8/2021 3:00,Monday,3,58420,72524,6137.6,11882,4.85,4.82,5.13,47,41,39,50,45,1664.83,205.58
11/8/2021 4:00,Monday,4,58810,74731,6255.13,11502,4.84,4.81,5.13,46,41,39,49,45,1535.67,140.25
11/8/2021 5:00,Monday,5,61240,79608,6197.69,11253,4.83,4.8,5.13,45,42,38,49,44,1403.5,309.17
11/8/2021 6:00,Monday,6,65720,87303,6095.98,10947,4.82,4.79,5.13,46,42,38,48,44,987.08,298.92
11/8/2021 7:00,Monday,7,70560,92412,5701.66,10289,4.81,4.79,5.13,47,42,38,48,44,622.17,-71.67
11/8/2021 8:00,Monday,8,72580,91942,4722.26,9527,4.8,4.78,5.13,50,46,40,47,44,489.75,-173
11/8/2021 9:00,Monday,9,72670,89874,3622.5,8302,4.79,4.77,5.13,51,52,45,50,48,1556.92,-59.67
11/8/2021 10:00,Monday,10,72210,87621,3177.93,7067,4.78,4.76,5.13,55,57,51,54,53,1839,-22
11/8/2021 11:00,Monday,11,71850,86134,2904.42,6431,4.77,4.75,5.13,57,61,57,57,57,1673.25,139.75
11/8/2021 12:00,Monday,12,71440,85280,2783.2,6198,4.76,4.75,5.13,61,63,61,60,60,1177.83,-154
11/8/2021 13:00,Monday,13,71020,84813,2677.21,6382,4.75,4.74,5.13,62,66,63,62,62,910.67,-112
11/8/2021 14:00,Monday,14,70570,84254,2350.5,6774,4.74,4.73,5.13,62,67,65,64,64,876,147
11/8/2021 15:00,Monday,15,70050,83989,2376.82,6987,4.74,4.72,5.13,63,66,65,64,65,800.58,17.75
11/8/2021 16:00,Monday,16,70100,85221,2741.48,6986,4.73,4.71,5.14,61,65,65,64,65,1056.17,296.58
11/8/2021 17:00,Monday,17,71740,90245,3194.9,7131,4.72,4.71,5.14,59,62,62,63,63,625.08,-126.75
11/8/2021 18:00,Monday,18,73830,91445,3335.23,7549,4.71,4.7,5.14,58,57,59,59,60,813.17,-183.58
11/8/2021 19:00,Monday,19,73690,90626,3239.34,7957,4.7,4.69,5.14,58,55,56,57,56,1196.5,133.75
11/8/2021 20:00,Monday,20,72190,88517,3191.67,8331,4.69,4.68,5.14,56,52,54,56,54,1132.33,85.17
11/8/2021 21:00,Monday,21,69970,85202,3210.73,8656,4.68,4.68,5.14,56,51,52,54,52,1502.83,128.17
11/8/2021 22:00,Monday,22,66970,80685,3315.78,8790,4.67,4.67,5.14,56,50,51,53,51,1862,217.5
11/8/2021 23:00,Monday,23,63990,76399,3255.85,8813,4.66,4.66,5.14,53,48,49,52,50,1852.75,309.08
11/9/2021 0:00,Tuesday,0,61810,71943,3204.03,8016,4.65,4.65,5.13,53,43,49,51,47,2087.67,105.58
11/9/2021 1:00,Tuesday,1,60100,70222,3062.99,7959,4.62,4.63,5.11,52,42,47,51,46,1971,285.5
11/9/2021 2:00,Tuesday,2,59270,69411,2874.83,7797,4.6,4.61,5.09,52,41,46,50,46,1974.92,457
11/9/2021 3:00,Tuesday,3,59110,69482,2610.24,7492,4.58,4.59,5.07,49,40,45,50,45,1872.67,181.42
11/9/2021 4:00,Tuesday,4,59080,71103,2655.36,7146,4.56,4.57,5.05,50,40,45,50,45,1902.58,-45.5
11/9/2021 5:00,Tuesday,5,60880,75333,2690.83,6897,4.54,4.55,5.03,50,40,44,50,44,1923.58,-2.25
11/9/2021 6:00,Tuesday,6,64920,82241,2585.69,6649,4.52,4.53,5.01,50,40,44,50,44,1513.08,279.67
11/9/2021 7:00,Tuesday,7,69590,86959,2288.2,6121,4.49,4.51,4.99,52,40,43,50,44,1807.5,-63.08
11/9/2021 8:00,Tuesday,8,71560,86971,1541.17,5565,4.47,4.49,4.97,52,46,45,50,44,2056.25,-98.25
11/9/2021 9:00,Tuesday,9,71780,85644,1225.34,4642,4.45,4.47,4.95,57,54,50,51,47,2768.92,212.58
11/9/2021 10:00,Tuesday,10,71590,84575,992.78,3471,4.43,4.45,4.93,59,62,55,53,51,2745.58,-127.67
11/9/2021 11:00,Tuesday,11,71390,83680,939.68,2649,4.41,4.43,4.91,62,66,59,56,55,2917.25,-208.83
11/9/2021 12:00,Tuesday,12,71090,83229,1112.08,2182,4.39,4.41,4.89,64,70,62,56,58,2675.92,-273.42
11/9/2021 13:00,Tuesday,13,70780,83082,1115.75,2056,4.37,4.39,4.87,66,72,64,57,59,2761.58,-154.92
11/9/2021 14:00,Tuesday,14,70470,82882,1238.47,2195,4.34,4.37,4.85,67,73,65,57,61,2585.58,61.33
11/9/2021 15:00,Tuesday,15,70000,82786,1552.05,2425,4.32,4.35,4.83,67,73,65,58,61,2859.5,126
11/9/2021 16:00,Tuesday,16,69930,83580,1792.88,2764,4.3,4.33,4.81,66,71,64,57,61,2397.08,-159.17
11/9/2021 17:00,Tuesday,17,71300,85930,1900.46,3386,4.28,4.31,4.79,65,67,62,56,59,2041.92,-289.33
11/9/2021 18:00,Tuesday,18,73600,87378,1959.51,4315,4.26,4.29,4.77,64,61,60,53,57,2057.08,-183.58
11/9/2021 19:00,Tuesday,19,73040,87387,1923.45,5321,4.24,4.27,4.75,62,58,57,51,54,2303.83,-113.08
11/9/2021 20:00,Tuesday,20,71470,85420,2217.65,6533,4.22,4.25,4.73,62,55,56,50,52,2281.42,-139
11/9/2021 21:00,Tuesday,21,69230,82114,2444.42,7616,4.19,4.23,4.71,60,54,54,48,50,2404.08,-117.33
11/9/2021 22:00,Tuesday,22,66260,77731,2557.26,8384,4.17,4.21,4.69,59,53,53,46,49,2640.25,60
11/9/2021 23:00,Tuesday,23,63420,73581,2582.39,8956,4.15,4.19,4.67,60,52,52,45,48,2753.25,289
11/10/2021 0:00,Wednesday,0,61880,70420,2584.45,11004,4.13,4.17,4.65,57,47,52,42,46,2755.92,273.67
11/10/2021 1:00,Wednesday,1,60180,68459,2609.08,11274,4.11,4.15,4.64,56,47,52,41,44,2571.17,149.83
11/10/2021 2:00,Wednesday,2,59210,67487,2596.1,11351,4.1,4.14,4.63,58,49,51,40,44,2586.92,55.08
11/10/2021 3:00,Wednesday,3,58650,67648,2684.61,11389,4.08,4.12,4.63,57,48,49,39,43,2487.25,-48.5
