Date,DayOfWeek,Hour,MISO: Demand ISO Multiday Forecast(6947)-MW,PJM: ISO Original Forecasted Demand - PJM RTO(11019)-MW,GS-PIQ: NY Demand Forecast (Mod) Multi-Day (Details)(4252)-MW,PJM: Generation Forecast - Wind (Real Time)(49867)-MW,MISO: Next Day Wind Forecast(106728)-MW,ARGUS: NatGas - Average -  Transco Z6 Non-NY(4631)-$/MCF,WBI: Temp New York City NY (NYC)(5708)-Deg,PJM: Southern Forecasted Factored Weather Temp(6177)-F,PJM: Western Forecasted Factored Weather Temp(6024)-F,PJM: COMED Forecasted Factored Weather Temp(6804)-F,GS-PIQ: MISO Forecasted Factored Weather Temp(6882)-F,PJM: Tie-Flows MISO imports 5Min(7732)-MW,PJM: InterTieFlow-NYIS(6096)-MW
9/1/2021 13:00,Wednesday,13,89130,108360,21314,3423.37,7789,3.81,72,83,72,75,77,1521.67,-916.67
9/1/2021 14:00,Wednesday,14,91490,109769,21602,3223.8,8243,3.81,72,83,73,76,78,1054.67,-743.83
9/1/2021 15:00,Wednesday,15,92890,110369,21771,3275.31,8854,3.81,72,83,74,77,79,1059.75,-303.5
9/1/2021 16:00,Wednesday,16,93530,110814,21771,3291.73,9330,3.81,72,82,74,77,80,1417,-111.5
9/1/2021 17:00,Wednesday,17,93440,110516,21534,3243.01,9479,3.81,71,80,74,76,79,1275.08,-499
9/1/2021 18:00,Wednesday,18,92470,108703,20976,3099.41,9606,3.81,71,79,73,76,79,1601.08,-477
9/1/2021 19:00,Wednesday,19,90570,105777,20400,2899.5,9671,3.81,69,78,72,74,77,2076,-402.42
9/1/2021 20:00,Wednesday,20,88680,103450,19892,2763.13,10203,3.81,68,75,69,72,75,1799.67,-691.42
9/1/2021 21:00,Wednesday,21,85750,99526,19215,3212.8,11019,3.81,67,74,67,68,72,1933.33,-941.92
9/1/2021 22:00,Wednesday,22,80870,92946,18182,4036.43,11675,3.81,70,73,65,67,70,2430.83,-729.25
9/1/2021 23:00,Wednesday,23,75830,86114,17047,4156.26,11890,3.81,68,72,64,65,68,3340.67,-661.17
9/2/2021 0:00,Thursday,0,71290,80388,16235,3883.12,11882,3.81,66,71,63,64,67,2910.58,-1005.42
9/2/2021 1:00,Thursday,1,66860,76440,15309,3650.2,11864,3.81,64,69,62,63,66,3123.08,-763.17
9/2/2021 2:00,Thursday,2,64460,73768,14778,3037.61,11652,3.81,64,68,61,63,64,3502.5,-778.58
9/2/2021 3:00,Thursday,3,63020,72323,14700,2474.88,11168,3.81,64,68,60,62,64,3392,-593.75
9/2/2021 4:00,Thursday,4,62610,72627,14878,1822.05,10718,3.81,63,67,59,61,63,3305.92,-385.42
9/2/2021 5:00,Thursday,5,63750,75543,15489,1748.27,10245,3.81,62,66,58,60,62,3288.67,-585.83
9/2/2021 6:00,Thursday,6,66810,80790,16496,1845.32,10138,3.81,61,65,57,60,61,3631.83,-716.17
9/2/2021 7:00,Thursday,7,70450,83702,17386,1622.01,10057,3.81,61,64,57,59,61,3389.75,-909.08
9/2/2021 8:00,Thursday,8,71880,86927,18058,1412.19,9689,3.81,63,65,58,59,61,2894.25,-727.58
9/2/2021 9:00,Thursday,9,74190,89693,18464,1109.18,9060,3.81,64,68,62,64,64,2049.33,-686.17
9/2/2021 10:00,Thursday,10,76840,92382,18730,459.68,8745,3.81,67,71,66,69,68,1863.83,-1064.58
9/2/2021 11:00,Thursday,11,79720,94852,18948,806.37,9034,3.81,69,73,69,72,72,1846.33,-770.17
9/2/2021 12:00,Thursday,12,82440,97283,19058,828.07,9446,3.81,71,75,71,75,74,1388.5,-608
9/2/2021 13:00,Thursday,13,85030,99795,19062,916.38,9798,3.81,74,76,73,76,76,1578.83,-515.58
9/2/2021 14:00,Thursday,14,87270,101708,19062,932.31,10025,3.81,75,77,73,77,77,1522.42,-402.75
9/2/2021 15:00,Thursday,15,88680,103737,19214,904.58,10399,3.81,75,79,74,78,78,1569.92,-353
9/2/2021 16:00,Thursday,16,89440,105067,19385,816.22,10810,3.81,74,79,75,78,78,2026.33,-310.25
9/2/2021 17:00,Thursday,17,89520,105775,19448,836.92,10900,3.81,73,78,75,78,78,2186.25,-172.42
9/2/2021 18:00,Thursday,18,88570,104033,19307,851.51,11213,3.81,73,76,74,77,77,2322.08,-320.5
9/2/2021 19:00,Thursday,19,86640,101311,18979,834.71,11503,3.81,71,74,72,75,76,2273.58,-608.42
9/2/2021 20:00,Thursday,20,84950,99823,18667,983.71,12030,3.81,70,70,68,72,74,2136.33,-680.5
9/2/2021 21:00,Thursday,21,82380,95558,17871,1581.28,12463,3.81,68,68,65,70,71,2518.75,-876.92
9/2/2021 22:00,Thursday,22,77840,88969,16793,2138.98,12623,3.81,67,66,63,68,69,2650,-1135.58
9/2/2021 23:00,Thursday,23,72970,82352,16083,2216.77,12593,3.81,66,64,61,67,67,2983.17,-1284.25
9/3/2021 0:00,Friday,0,68900,75185,14966,2533.91,12450,3.81,66,63,60,66,66,3133.17,-707.83
9/3/2021 1:00,Friday,1,65930,71709,13757,2206.16,12799,3.8,65,60,59,67,66,3262.92,-471.5
9/3/2021 2:00,Friday,2,63570,69606,13409,1947.68,11508,3.8,64,59,58,66,65,3566.08,-451.83
9/3/2021 3:00,Friday,3,62170,68401,13229,1702.59,10362,3.79,62,59,57,65,65,4002.75,-321.83
9/3/2021 4:00,Friday,4,61770,68819,13337,1807.71,9579,3.79,62,59,56,64,64,4412.58,-341.92
9/3/2021 5:00,Friday,5,62800,71638,13985,2086.93,8850,3.79,61,59,55,62,63,4389.42,-340.25
9/3/2021 6:00,Friday,6,65630,76870,14945,2234.77,8157,3.78,61,58,54,62,63,4225.08,-518.25
9/3/2021 7:00,Friday,7,68450,80979,15809,2374.12,7646,3.78,61,58,53,62,62,4314.17,-712.67
9/3/2021 8:00,Friday,8,70740,84180,16613,2448.54,7429,3.77,61,61,55,62,63,3840.83,-1001.92
9/3/2021 9:00,Friday,9,73180,86812,17189,1734.89,6868,3.77,63,66,59,66,65,3599.17,-1101.58
9/3/2021 10:00,Friday,10,75910,89581,17621,771.96,6292,3.76,65,70,64,68,68,3569.92,-1074
9/3/2021 11:00,Friday,11,78760,91818,17945,756.86,5814,3.76,67,73,68,71,71,3548.83,-951.5
9/3/2021 12:00,Friday,12,81310,93939,18173,769.22,5307,3.76,70,75,70,72,72,3407.83,-529.58
9/3/2021 13:00,Friday,13,83630,95897,18341,536.61,4737,3.75,70,76,72,74,74,3079.17,-434.92
9/3/2021 14:00,Friday,14,85560,97280,18497,538.28,4275,3.75,72,77,73,74,75,2874.58,-374.5
9/3/2021 15:00,Friday,15,86630,98273,18665,706.33,4106,3.74,72,78,75,74,76,3062.67,-276.42
9/3/2021 16:00,Friday,16,87050,98984,18773,1157.53,4207,3.74,73,78,75,74,76,2702.25,-268.08
9/3/2021 17:00,Friday,17,86770,99040,18833,1702.05,4192,3.73,71,77,75,74,76,2556.75,-139.08
9/3/2021 18:00,Friday,18,85300,97298,18689,1938.67,4067,3.73,71,76,74,74,76,2945.25,-111.33
9/3/2021 19:00,Friday,19,82800,95023,18509,1935.7,3748,3.73,71,73,72,72,75,2930.58,-469.75
9/3/2021 20:00,Friday,20,80820,92794,18197,1608.95,3489,3.72,70,69,70,70,73,3024.33,-583.67
9/3/2021 21:00,Friday,21,78470,89685,17681,1977.99,3423,3.72,69,67,67,68,71,2501.58,-877.75
9/3/2021 22:00,Friday,22,74680,84777,16961,1939.81,3368,3.71,68,65,65,68,69,3166.83,-1072.17
9/3/2021 23:00,Friday,23,70310,79140,16085,1945.2,3230,3.71,66,64,64,67,68,3284.75,-1134.75
9/4/2021 0:00,Saturday,0,67300,71598,15257,1973.74,3094,3.7,66,63,63,67,68,2731.25,-810.75
9/4/2021 1:00,Saturday,1,63620,68050,13530,2053.34,3357,3.7,64,61,63,69,69,2943.25,-884.5
9/4/2021 2:00,Saturday,2,61370,65777,13099,1992.6,3503,3.69,65,59,63,69,68,3843,-868.58
9/4/2021 3:00,Saturday,3,59900,64314,12827,2135.34,3444,3.69,63,59,63,69,68,4217.25,-980.83
9/4/2021 4:00,Saturday,4,59100,63937,12808,2157.57,3553,3.69,62,58,62,68,67,4263.42,-713.92
9/4/2021 5:00,Saturday,5,59120,64585,12963,2372.26,3665,3.68,61,58,61,67,66,4137.83,-669.5
9/4/2021 6:00,Saturday,6,59920,65971,13332,2215.13,3745,3.68,61,58,60,67,66,4019.42,-738.25
9/4/2021 7:00,Saturday,7,61030,68284,13739,2111.55,3770,3.67,62,58,59,66,66,3979.33,-636
9/4/2021 8:00,Saturday,8,63030,72124,14438,1961.53,3596,3.67,63,61,60,66,65,3513.04,-758.75
9/4/2021 9:00,Saturday,9,65340,76060,15044,1416.47,3149,3.66,65,67,63,67,67,2722.17,-717.33
9/4/2021 10:00,Saturday,10,68890,79627,15525,1261.57,2829,3.66,68,70,67,68,69,2552.5,-938.08
9/4/2021 11:00,Saturday,11,72190,82515,15906,1139.59,2966,3.66,70,73,71,69,72,2626.58,-713.5
9/4/2021 12:00,Saturday,12,74900,84973,16204,1191.2,3267,3.65,74,76,73,70,73,2744.5,-550.67
9/4/2021 13:00,Saturday,13,77160,87441,16495,1236.27,3627,3.65,76,77,75,71,75,2725.58,-674
9/4/2021 14:00,Saturday,14,78940,88939,16747,925.68,4161,3.64,76,78,77,73,76,2581.25,-774.42
9/4/2021 15:00,Saturday,15,80190,90881,17116,1131.51,4868,3.64,77,79,77,74,77,2385.83,-675.83
9/4/2021 16:00,Saturday,16,81210,93110,17504,1117.52,5578,3.63,77,80,78,74,77,2460.08,-540.25
9/4/2021 17:00,Saturday,17,81580,93871,17972,1130.11,5828,3.63,76,79,77,74,77,2672.83,-779.92
9/4/2021 18:00,Saturday,18,80790,93169,17992,1041.79,5569,3.63,74,78,76,75,77,2100.92,-1069.5
9/4/2021 19:00,Saturday,19,79090,90734,17712,1083.04,4927,3.62,75,75,75,74,76,2102.83,-1075.42
9/4/2021 20:00,Saturday,20,78270,89511,17671,1217.77,4374,3.62,71,71,72,73,74,2205.75,-984.67
9/4/2021 21:00,Saturday,21,76300,86447,17050,1572.8,4098,3.61,70,70,70,70,72,2365.92,-863
9/4/2021 22:00,Saturday,22,72740,82064,16247,1861.52,4005,3.61,72,69,69,69,70,2980.58,-944.5
9/4/2021 23:00,Saturday,23,69020,76898,15445,1816.01,4223,3.6,70,67,68,68,69,3140.83,-1094.5
9/5/2021 0:00,Sunday,0,65700,73808,14723,1876.4,4663,3.6,70,67,68,67,68,2596,-1235.58
9/5/2021 1:00,Sunday,1,62600,70062,14029,2002.11,5301,3.6,69,66,68,63,67,3222.83,-1185.92
9/5/2021 2:00,Sunday,2,60550,67594,13567,1879.29,5477,3.59,69,67,67,62,67,4089.25,-903.25
9/5/2021 3:00,Sunday,3,59220,65896,13183,1973.75,5415,3.59,68,66,67,60,66,3886.67,-742.58
9/5/2021 4:00,Sunday,4,58400,65036,13106,2094.49,5525,3.58,68,66,67,59,66,3781.75,-587.17
9/5/2021 5:00,Sunday,5,58330,65146,13080,2220.85,5672,3.58,68,65,67,59,65,3543.75,-531.17
9/5/2021 6:00,Sunday,6,59170,65680,13239,2067.84,5903,3.57,67,65,67,59,64,3532.92,-589.92
9/5/2021 7:00,Sunday,7,60110,67327,13555,1993.28,5900,3.57,66,65,67,58,64,3394.42,-554.75
9/5/2021 8:00,Sunday,8,61570,71542,14189,2118.08,5284,3.57,68,67,67,59,63,3042.33,-715.25
9/5/2021 9:00,Sunday,9,64060,76255,14914,1868.86,4257,3.56,70,70,68,62,65,2574.83,-1064.33
9/5/2021 10:00,Sunday,10,67260,80578,15708,1277.32,3225,3.56,72,73,69,67,69,3025.5,-1074.58
9/5/2021 11:00,Sunday,11,70740,84541,16388,1014.66,3207,3.55,72,75,71,71,72,2942.42,-1026.75
9/5/2021 12:00,Sunday,12,73860,88074,16952,1134.08,3871,3.55,74,77,72,74,75,2671.58,-931
9/5/2021 13:00,Sunday,13,76470,90815,17388,1672.6,4691,3.54,73,79,73,77,77,2530.42,-705.5
9/5/2021 14:00,Sunday,14,78510,92954,17747,1935.97,5598,3.54,71,80,74,79,78,2482.83,-598.92
9/5/2021 15:00,Sunday,15,80060,94782,17990,1914.23,6582,3.53,72,81,75,80,80,2042.08,-546.33
9/5/2021 16:00,Sunday,16,81190,96736,18234,1960.38,7477,3.53,73,82,76,80,80,1692,-469.75
9/5/2021 17:00,Sunday,17,81570,98090,18375,1853.68,7744,3.53,73,80,75,80,79,1743.92,-840.25
9/5/2021 18:00,Sunday,18,80810,97524,18529,1845.94,7233,3.52,73,79,75,80,79,1985.83,-837.67
9/5/2021 19:00,Sunday,19,78720,95600,18644,1587.43,6415,3.52,73,77,73,78,77,2661.67,-986.5
9/5/2021 20:00,Sunday,20,76850,94126,18682,1420.03,6026,3.51,72,75,71,75,75,2717.25,-940.17
9/5/2021 21:00,Sunday,21,75090,91404,18259,1755.72,5955,3.51,72,73,68,72,72,2790.92,-879.5
9/5/2021 22:00,Sunday,22,71720,86401,17332,2099.31,5960,3.5,72,72,67,70,70,2752.92,-938.58
9/5/2021 23:00,Sunday,23,67670,80836,16362,2489.67,5962,3.5,72,72,66,69,68,3239.33,-971.25
9/6/2021 0:00,Monday,0,64500,76198,15489,3135.04,5958,3.5,71,71,65,68,67,2899.58,-511.25
9/6/2021 1:00,Monday,1,61360,72239,14849,4196.15,6020,3.49,72,73,63,70,66,3403.33,-657.83
9/6/2021 2:00,Monday,2,59010,69418,14408,4869.3,5737,3.49,71,72,62,68,64,3757.58,-754.42
9/6/2021 3:00,Monday,3,57500,67669,14112,4994.73,5304,3.48,70,72,62,66,64,3767.17,-696.42
9/6/2021 4:00,Monday,4,56690,66804,14053,4779.19,5406,3.48,71,71,61,65,63,3795.5,-566.08
9/6/2021 5:00,Monday,5,56640,66813,14284,4344.21,5627,3.47,70,70,60,63,62,3051.5,-829.75
9/6/2021 6:00,Monday,6,57390,67459,14756,3342.33,5770,3.47,69,69,60,62,61,2637.75,-879.75
9/6/2021 7:00,Monday,7,58170,69056,15217,2635.45,5827,3.47,70,69,60,61,61,2369.58,-997.25
9/6/2021 8:00,Monday,8,58730,73073,15770,1895.02,5364,3.46,70,71,61,60,61,2445.5,-1018
9/6/2021 9:00,Monday,9,61920,78161,16324,1411.54,4634,3.46,72,73,64,64,64,1937.92,-841.25
9/6/2021 10:00,Monday,10,66050,83039,16866,856.31,3808,3.45,73,76,68,69,68,2183.25,-491.83
9/6/2021 11:00,Monday,11,70100,87845,17488,1087.79,3403,3.45,74,79,72,73,72,2431.25,-348.25
9/6/2021 12:00,Monday,12,73660,92203,18007,1386.42,3506,3.44,78,81,75,75,75,2518.25,-431
9/6/2021 13:00,Monday,13,76730,95792,18376,1549.85,3833,3.44,80,82,76,77,77,2224.92,-782.42
9/6/2021 14:00,Monday,14,79380,98786,18802,1693.14,4404,3.44,81,83,77,78,79,1909.5,-624.92
9/6/2021 15:00,Monday,15,81480,101288,19159,1822.11,5216,3.43,80,83,78,79,80,1752,-531.67
9/6/2021 16:00,Monday,16,83080,103617,19413,1757.18,6153,3.43,81,83,79,80,80,1986.83,-536.58
9/6/2021 17:00,Monday,17,83990,105076,19609,1633.07,6847,3.42,78,82,78,79,80,2085.5,-525.75
9/6/2021 18:00,Monday,18,83890,103868,19494,1246.52,7329,3.42,79,80,77,79,80,2511.92,-413.5
9/6/2021 19:00,Monday,19,82520,101170,19194,811.99,7940,3.41,78,78,74,77,78,2499.67,-572.75
9/6/2021 20:00,Monday,20,80690,98919,18890,727.23,9379,3.41,77,74,72,74,75,2355.33,-503.17
9/6/2021 21:00,Monday,21,78470,95204,18135,841.45,11034,3.41,75,72,69,71,72,2482.92,-409.83
9/6/2021 22:00,Monday,22,74180,89253,17073,1039.79,12320,3.4,72,70,67,69,70,3055.08,-495.17
9/6/2021 23:00,Monday,23,69750,83094,16082,1370.54,13130,3.4,72,68,65,68,69,3211.25,-639.25
9/7/2021 0:00,Tuesday,0,66080,77574,15033,1710.04,13590,3.39,71,67,64,66,68,3253.83,-899.83
9/7/2021 1:00,Tuesday,1,63360,73698,14505,2112.63,15320,3.4,71,64,63,65,67,3263,-847.75
9/7/2021 2:00,Tuesday,2,61280,71080,14194,3116.3,15506,3.43,69,62,62,65,66,3520.25,-612.42
9/7/2021 3:00,Tuesday,3,60070,69670,13975,3665.9,14730,3.46,69,62,61,64,66,3543.08,-398.67
9/7/2021 4:00,Tuesday,4,59890,69944,14053,4085.8,14633,3.48,67,62,61,64,65,3426.25,-407.75
9/7/2021 5:00,Tuesday,5,61450,72468,14568,4640.1,14939,3.51,67,61,60,65,65,3415.75,-746.67
9/7/2021 6:00,Tuesday,6,64250,77042,15577,4592.38,15012,3.54,65,61,60,65,64,3562.25,-957.58
9/7/2021 7:00,Tuesday,7,68930,81685,16620,4550.5,14755,3.56,65,61,60,66,64,3743.58,-776.08
9/7/2021 8:00,Tuesday,8,72190,86584,17389,4893.55,14915,3.59,66,64,61,66,64,3627.43,-767.48
9/7/2021 9:00,Tuesday,9,74990,91558,17936,4648.31,13853,3.62,68,71,66,71,67,3417.45,-825.48
9/7/2021 10:00,Tuesday,10,78300,96980,18404,4067.69,12895,3.65,71,76,71,75,71,3547.58,-1007.08
9/7/2021 11:00,Tuesday,11,81950,102321,18790,4594.49,13431,3.67,73,80,75,78,75,3473.58,-1025.92
9/7/2021 12:00,Tuesday,12,85590,107836,19147,5834.01,14424,3.7,75,83,78,81,77,3464.42,-773.42
9/7/2021 13:00,Tuesday,13,88940,112694,19607,6592.25,15527,3.73,78,84,80,84,80,3352.17,-681.67
9/7/2021 14:00,Tuesday,14,91650,116562,20066,6861.32,16369,3.75,78,85,82,84,81,2973.58,-920.92
9/7/2021 15:00,Tuesday,15,93130,119025,20488,6586.59,17258,3.78,79,85,83,84,82,3062.42,-1034.92
9/7/2021 16:00,Tuesday,16,93620,120727,20848,6331.1,18063,3.81,78,86,83,82,82,3378.33,-975.17
9/7/2021 17:00,Tuesday,17,93230,121234,20925,5831.7,18252,3.84,78,85,82,80,82,3539.83,-1039
9/7/2021 18:00,Tuesday,18,91970,119060,20674,5314.81,17928,3.86,77,83,81,79,81,3329.67,-1265.25
9/7/2021 19:00,Tuesday,19,89620,114814,20234,4546.48,16717,3.89,75,80,79,78,79,3241.33,-1254.75
9/7/2021 20:00,Tuesday,20,87130,110984,19889,3313.73,15345,3.92,72,76,76,75,76,3474.25,-956.17
9/7/2021 21:00,Tuesday,21,84230,106223,19293,3540.67,14058,3.94,72,73,74,73,73,3418.08,-1015.75
9/7/2021 22:00,Tuesday,22,79450,98727,18121,3852.76,12983,3.97,72,72,72,70,71,3017.92,-740.67
9/7/2021 23:00,Tuesday,23,74970,91180,16859,3058.33,12416,4,72,71,70,68,69,3257.83,-860.58
9/8/2021 0:00,Wednesday,0,70090,82523,15883,3262.26,12363,4.03,71,71,70,67,68,3434.25,-891.67
9/8/2021 1:00,Wednesday,1,67470,78075,15181,3796.46,12272,4.04,72,67,70,65,67,3460.25,-742.25
9/8/2021 2:00,Wednesday,2,64850,75183,14729,4164.81,12263,4.06,73,66,69,63,66,3520.92,-798
9/8/2021 3:00,Wednesday,3,63250,73684,14513,3985.89,12174,4.07,73,66,69,61,65,3437.92,-822.25
9/8/2021 4:00,Wednesday,4,62750,73865,14636,3566.34,12082,4.08,72,66,68,60,64,3378.67,-856.25
9/8/2021 5:00,Wednesday,5,63850,76885,15295,3307.78,11906,4.09,72,66,67,59,63,3371.42,-658.83
9/8/2021 6:00,Wednesday,6,67200,82483,16364,3245.43,12056,4.1,71,66,66,58,63,3650.08,-564.58
9/8/2021 7:00,Wednesday,7,70660,86982,17447,2861.31,12085,4.11,71,66,66,58,62,3649.58,-717.08
9/8/2021 8:00,Wednesday,8,73140,91146,18456,2919.77,11323,4.12,72,69,66,58,62,3621.67,-723.42
9/8/2021 9:00,Wednesday,9,75050,95627,19145,2014.45,9723,4.13,73,74,68,62,65,3130.92,-500.83
9/8/2021 10:00,Wednesday,10,77590,100328,19765,1261.12,8851,4.14,76,78,70,66,68,2662.25,-620.5
9/8/2021 11:00,Wednesday,11,80430,104955,20340,1374.46,9399,4.15,79,81,72,70,72,2402.33,-716.17
9/8/2021 12:00,Wednesday,12,83270,109177,20786,1948.24,10895,4.16,79,83,73,73,74,2787.67,-630.83
9/8/2021 13:00,Wednesday,13,85860,113255,21211,3739.93,12663,4.17,81,85,75,75,76,2605.08,-535.33
9/8/2021 14:00,Wednesday,14,87900,115724,21651,4778.08,13615,4.19,81,86,76,77,77,2570.33,-405.42
9/8/2021 15:00,Wednesday,15,88890,117248,22002,5020.03,13952,4.2,80,86,76,77,78,2799.42,-363.25
9/8/2021 16:00,Wednesday,16,89200,118311,22063,4997.02,14055,4.21,79,86,76,77,78,2627.25,-39.33
9/8/2021 17:00,Wednesday,17,88980,117941,21900,4878.18,13441,4.22,79,84,76,76,78,2370.42,-254.25
9/8/2021 18:00,Wednesday,18,87930,115282,21519,4652.74,12041,4.23,78,83,75,75,77,1950.75,-669
9/8/2021 19:00,Wednesday,19,86050,111259,21108,3938.41,10143,4.24,77,79,73,74,75,1551.67,-706.17
9/8/2021 20:00,Wednesday,20,84060,108483,20610,2803.11,8651,4.25,75,77,70,71,73,1541.58,-841
9/8/2021 21:00,Wednesday,21,81450,103351,19593,2189.4,7368,4.26,75,75,67,69,70,1795.17,-796.67
9/8/2021 22:00,Wednesday,22,77020,96122,18321,2133.84,6196,4.27,76,74,66,67,67,1890.08,-847.25
9/8/2021 23:00,Wednesday,23,73000,88690,16937,2063.87,5279,4.28,76,74,65,65,65,2424.83,-803.58
9/9/2021 0:00,Thursday,0,68550,81235,15810,1896.46,4672,4.29,74,73,63,64,64,2523.67,-1252.33
9/9/2021 1:00,Thursday,1,64720,76938,15214,1622.6,4563,4.3,74,75,62,63,62,3175.67,-1246.92
9/9/2021 2:00,Thursday,2,62470,74105,14612,1485.93,3969,4.29,75,73,61,61,61,3835.92,-1053.67
9/9/2021 3:00,Thursday,3,61160,72521,14263,1328.58,3450,4.28,73,73,61,60,60,3792.42,-1210.58
9/9/2021 4:00,Thursday,4,60850,72679,14311,1142.77,3276,4.28,72,72,60,59,60,3993.58,-1226.42
9/9/2021 5:00,Thursday,5,62110,75892,14964,1280.45,3148,4.27,72,72,59,58,59,4379.33,-980.25
9/9/2021 6:00,Thursday,6,64890,81459,16408,1138.05,2971,4.26,69,72,59,57,58,4172.42,-1059.25
9/9/2021 7:00,Thursday,7,68570,85323,17877,942.8,2751,4.26,70,71,58,56,58,4167.83,-1066.5
9/9/2021 8:00,Thursday,8,70790,88211,18756,862.8,2432,4.25,69,71,59,56,58,3584.08,-1361.42
9/9/2021 9:00,Thursday,9,72640,90919,19308,453,1818,4.24,71,71,62,60,61,3183.33,-1600
9/9/2021 10:00,Thursday,10,74880,93482,19720,128.57,1277,4.24,72,72,65,64,65,2839.67,-1632.25
9/9/2021 11:00,Thursday,11,77420,95693,20018,187.6,1163,4.23,71,72,68,68,69,2545.33,-1656
9/9/2021 12:00,Thursday,12,79880,97899,20220,368.75,1331,4.22,70,73,70,70,72,2441.25,-1734
9/9/2021 13:00,Thursday,13,82310,99844,20344,743.28,1479,4.22,70,73,71,72,74,2323.58,-1572.92
9/9/2021 14:00,Thursday,14,84450,101198,20511,1545.25,1523,4.21,71,74,72,74,75,2106.5,-1587.42
9/9/2021 15:00,Thursday,15,85660,101902,20738,1540.87,1600,4.2,71,75,72,74,76,2049.17,-1480.42
9/9/2021 16:00,Thursday,16,86090,102586,20835,1333.65,1729,4.2,70,75,72,75,77,2200.92,-1330.75
9/9/2021 17:00,Thursday,17,85870,102655,20834,1189.44,1799,4.19,71,74,71,75,77,2329.67,-1409.92
9/9/2021 18:00,Thursday,18,84910,101114,20627,1043.93,1911,4.18,71,73,70,74,76,2481.67,-1469.67
9/9/2021 19:00,Thursday,19,83350,98814,20274,999.28,2072,4.18,70,71,69,73,75,2589.75,-1482.25
9/9/2021 20:00,Thursday,20,81820,96729,19671,998.12,2676,4.17,70,68,66,70,72,2797.33,-1535.92
9/9/2021 21:00,Thursday,21,79480,92726,18571,1115.58,3641,4.16,70,67,64,67,69,2850.67,-1175.75
9/9/2021 22:00,Thursday,22,75150,86616,17407,1116.16,4685,4.16,70,65,62,66,66,3127.67,-1221.42
9/9/2021 23:00,Thursday,23,71240,80156,16178,1176.35,5559,4.15,69,64,60,64,65,3550.75,-1155.25
9/10/2021 0:00,Friday,0,66840,74451,15079,1062.56,6208,4.14,69,63,59,64,63,3241.75,-931.17
9/10/2021 1:00,Friday,1,63370,70799,14648,988.13,7237,4.14,68,63,57,62,62,3121.67,-1001.25
9/10/2021 2:00,Friday,2,61190,68671,14227,1003.22,7950,4.14,67,61,56,61,60,3662.17,-898.08
9/10/2021 3:00,Friday,3,59910,67518,13871,1034.34,8344,4.15,68,62,55,62,59,3707.91,-733.58
9/10/2021 4:00,Friday,4,59560,67903,13826,1090.16,8662,4.15,66,62,55,61,58,3680.14,-697.75
9/10/2021 5:00,Friday,5,60630,71347,14269,1188.72,8843,4.15,65,61,54,59,58,3628.49,-715.08
9/10/2021 6:00,Friday,6,63570,76830,15214,1183.45,9089,4.15,64,61,53,58,57,3732.8,-442.17
9/10/2021 7:00,Friday,7,66340,80634,16041,1081.77,9198,4.16,63,61,53,57,57,3896.98,-560.75
9/10/2021 8:00,Friday,8,68700,83340,16557,954.02,8786,4.16,64,63,54,57,57,3196.98,-733.17
9/10/2021 9:00,Friday,9,70790,85730,16864,902.95,7622,4.16,65,67,59,61,61,2347.83,-1008.67
9/10/2021 10:00,Friday,10,73230,88379,17149,957.32,6657,4.16,68,70,64,66,66,2249.33,-1141.33
9/10/2021 11:00,Friday,11,75960,90729,17432,1037.07,6309,4.17,68,72,67,71,71,2482.08,-1131.92
9/10/2021 12:00,Friday,12,78670,92884,17752,1061.06,6124,4.17,72,74,70,74,74,2644.33,-1266.42
9/10/2021 13:00,Friday,13,81270,95089,18092,1105.57,5870,4.17,72,75,72,76,77,2640.67,-924.92
9/10/2021 14:00,Friday,14,83610,96718,18337,1148.13,5624,4.18,72,76,73,78,78,2434.67,-726.83
9/10/2021 15:00,Friday,15,85060,97967,18677,1054.55,5552,4.18,73,78,74,78,80,2155.75,-716.42
9/10/2021 16:00,Friday,16,85730,99221,18941,971.86,5628,4.18,74,78,74,79,80,2270.25,-707.17
9/10/2021 17:00,Friday,17,85610,99135,19053,971.89,5621,4.18,72,77,74,78,81,2477.92,-854
9/10/2021 18:00,Friday,18,84260,96618,18668,1157.24,5731,4.19,72,76,73,78,80,2931.42,-903.5
9/10/2021 19:00,Friday,19,81780,94016,18421,1570.8,6185,4.19,72,73,71,77,79,3074.92,-761.17
9/10/2021 20:00,Friday,20,79490,92145,18020,2116.13,7462,4.19,70,69,68,73,76,3233,-744.33
9/10/2021 21:00,Friday,21,77190,88817,17188,2592.45,9233,4.19,69,66,65,71,73,3853.25,-781.42
9/10/2021 22:00,Friday,22,73440,83843,16185,3052.76,10828,4.2,67,64,63,69,70,3642.25,-546.58
9/10/2021 23:00,Friday,23,69120,78222,15183,3523.39,12046,4.2,66,62,62,68,69,3207.42,-811.83
9/11/2021 0:00,Saturday,0,65670,72252,14396,3776.94,12732,4.2,65,61,60,67,68,2925.75,-1050.08
9/11/2021 1:00,Saturday,1,63160,68602,13925,3846.06,9562,4.2,64,58,58,67,67,3793.75,-1232.75
9/11/2021 2:00,Saturday,2,60850,66306,13462,3822.17,9336,4.21,64,57,58,66,66,3931.42,-1214.75
9/11/2021 3:00,Saturday,3,59340,64897,13156,4070.8,8972,4.21,62,56,57,65,65,3960.5,-1242.33
