Date,PJM: Tie-Flows Exports 5Min(6553)-MW
3/27/2022 2:00,6226.769487533957
3/27/2022 3:00,6282.314644502259
3/27/2022 4:00,6281.943431024555
3/27/2022 5:00,6406.683466079162
3/27/2022 6:00,6445.880782852751
3/27/2022 7:00,6399.197109003568
3/27/2022 8:00,6348.327523741398
3/27/2022 9:00,6389.070604517584
3/27/2022 10:00,6338.611015067158
3/27/2022 11:00,6483.944280985583
3/27/2022 12:00,6606.261441400199
3/27/2022 13:00,6810.9197287358365
3/27/2022 14:00,6726.890414457175
3/27/2022 15:00,6718.791001113486
3/27/2022 16:00,6790.936513093791
3/27/2022 17:00,6864.739918928036
3/27/2022 18:00,7169.219872486088
3/27/2022 19:00,7187.056831051804
3/27/2022 20:00,7076.4934049502635
3/27/2022 21:00,6823.128478041995
3/27/2022 22:00,6540.0809021011955
3/27/2022 23:00,6503.592279369358
3/28/2022 0:00,6372.802596285492
3/28/2022 1:00,6507.506445863028
3/28/2022 2:00,6559.048956848559
3/28/2022 3:00,6603.996869535027
3/28/2022 4:00,6666.943682485066
3/28/2022 5:00,6579.372991285414
3/28/2022 6:00,6423.197077966555
3/28/2022 7:00,6482.115929619778
3/28/2022 8:00,6833.392170773204
3/28/2022 9:00,6872.65247821658
3/28/2022 10:00,6797.464717316654
3/28/2022 11:00,6780.730026641915
3/28/2022 12:00,6896.266585516634
3/28/2022 13:00,6837.430829330288
3/28/2022 14:00,6777.740249410735
3/28/2022 15:00,6798.415095619084
3/28/2022 16:00,6816.75999740204
3/28/2022 17:00,6879.639672686941
3/28/2022 18:00,6826.098279551898
3/28/2022 19:00,6915.579337168746
3/28/2022 20:00,6708.330278332892
3/28/2022 21:00,6710.736236355808
3/28/2022 22:00,6349.719972916661
3/28/2022 23:00,6192.161847751276
3/29/2022 0:00,6453.8455034502795
3/29/2022 1:00,6664.429847738223
3/29/2022 2:00,6596.28080436315
3/29/2022 3:00,6365.089497535366
3/29/2022 4:00,6435.6383340305
3/29/2022 5:00,6421.05937317401
3/29/2022 6:00,6348.631283778321
3/29/2022 7:00,6328.402596878483
3/29/2022 8:00,6530.621311131439
3/29/2022 9:00,6547.151826571737
3/29/2022 10:00,6678.824663410265
3/29/2022 11:00,6869.57954811211
3/29/2022 12:00,6928.645598421713
3/29/2022 13:00,7035.081939014026
3/29/2022 14:00,7029.337614231414
3/29/2022 15:00,7190.71638723108
3/29/2022 16:00,7094.396561696902
3/29/2022 17:00,7117.127103691229
3/29/2022 18:00,7115.14211328093
3/29/2022 19:00,7138.660097644331
3/29/2022 20:00,7080.2934747947875
3/29/2022 21:00,7152.34343191681
3/29/2022 22:00,7047.418376381066
3/29/2022 23:00,6898.759111555684
3/30/2022 0:00,6804.710023949346
3/30/2022 1:00,6913.584030035403
3/30/2022 2:00,6988.3167823207
3/30/2022 3:00,6922.233371673382
3/30/2022 4:00,6680.862132510381
3/30/2022 5:00,6554.769102473091
3/30/2022 6:00,6403.921255445865
3/30/2022 7:00,6575.175772671564
3/30/2022 8:00,6849.826215439566
3/30/2022 9:00,6646.96869301554
3/30/2022 10:00,6522.603471594428
3/30/2022 11:00,6492.769172535659
3/30/2022 12:00,6480.553115871493
3/30/2022 13:00,6665.82229905382
3/30/2022 14:00,6474.355148620416
3/30/2022 15:00,6555.66262748836
3/30/2022 16:00,6462.42534016321
3/30/2022 17:00,6632.418310888941
3/30/2022 18:00,6793.009133599477
3/30/2022 19:00,6946.410352113986
3/30/2022 20:00,6907.4250086482725
3/30/2022 21:00,7050.498458183128
3/30/2022 22:00,6938.150946227028
3/30/2022 23:00,6932.7668105724115
3/31/2022 0:00,7003.530574300821
3/31/2022 1:00,7052.367876530824
3/31/2022 2:00,7118.427833998987
3/31/2022 3:00,7004.312998450313
3/31/2022 4:00,6963.603693880295
3/31/2022 5:00,6926.198779267021
3/31/2022 6:00,7102.846879349128
3/31/2022 7:00,7194.556522897846
3/31/2022 8:00,7245.2003969785255
3/31/2022 9:00,6990.52084070507
3/31/2022 10:00,7007.12791186771
3/31/2022 11:00,6918.155512274286
3/31/2022 12:00,7042.204373989506
3/31/2022 13:00,6992.20415081041
3/31/2022 14:00,6869.976178819282
3/31/2022 15:00,6953.92084248782
3/31/2022 16:00,7078.689953440238
3/31/2022 17:00,7133.468732797899
3/31/2022 18:00,7291.695449807977
3/31/2022 19:00,7373.848973104907
3/31/2022 20:00,7324.871370637082
3/31/2022 21:00,7299.194686796373
3/31/2022 22:00,7217.328780590616
3/31/2022 23:00,7081.587117182735
4/1/2022 0:00,7056.7455095420955
4/1/2022 1:00,7063.693990457965
4/1/2022 2:00,6992.932221694484
4/1/2022 3:00,6955.3642548792395
4/1/2022 4:00,6977.411935622728
4/1/2022 5:00,6701.952287607432
4/1/2022 6:00,6511.586468330353
4/1/2022 7:00,6722.733331613442
4/1/2022 8:00,7028.6876618812075
4/1/2022 9:00,7017.765110126109
4/1/2022 10:00,6851.567468238669
4/1/2022 11:00,6761.049579590448
4/1/2022 12:00,6795.07878509212
4/1/2022 13:00,6606.848972870637
4/1/2022 14:00,6638.495570158016
4/1/2022 15:00,6485.833972720316
4/1/2022 16:00,6614.552436271963
4/1/2022 17:00,6749.229163041543
4/1/2022 18:00,6771.292526357993
4/1/2022 19:00,6785.341088700107
4/1/2022 20:00,6836.183303697827
4/1/2022 21:00,6835.655561167219
4/1/2022 22:00,6671.105492525483
4/1/2022 23:00,6533.2906525558565
