Date,NatGas - Dominion South,NatGas - Transco Z6 Non-NY,NatGas - Tetco M-3,Coal - Northern Appalachia,Coal - Central Appalachia,NatGas - Chicago City Gate,NatGas - Transco-Z5 (non-WGL),NatGas - Henry,NatGas - Transco Z6 (NY),MidAtl Forecasted Factored Weather Temp,Western Forecasted Factored Weather Temp,Southern Forecasted Factored Weather Temp,MidAtl Forecasted Factored Weather Hi Temp
9/17/2021,2.29,5.03,5.01,2.33,2.84,5.22,5.49,5.43,5.03,73.25,72.93,75.03,75.25
9/18/2021,2.39,4.95,4.95,2.33,2.84,5.15,5.45,5.34,4.99,75.23,72.96,75.4,77.23
9/19/2021,2.51,4.87,4.95,2.33,2.84,5.08,5.41,5.25,4.95,70.81,72.64,73.9,72.81
9/20/2021,2.61,4.57,4.65,2.33,2.84,4.94,5.27,5.12,4.68,67.22,72.85,71.17,69.22
9/21/2021,2.65,4.05,4.1,2.33,2.84,4.75,5.05,4.95,4.2,69.97,69.61,72.45,71.97
9/22/2021,2.7,3.99,3.99,2.33,2.84,4.65,4.92,4.85,4.09,74.1,63.91,74.58,76.1
9/23/2021,2.85,4.2,4.22,2.33,2.84,4.65,4.88,4.86,4.23,70.46,54.49,68.49,72.46
9/24/2021,3.05,4.17,4.14,2.33,2.85,4.62,4.86,4.92,4.19,63.38,59.05,63.32,65.38
9/25/2021,3.21,4.07,3.99,2.34,2.86,4.57,4.88,4.96,4.09,64.12,58.84,63.77,66.12
9/26/2021,3.33,3.97,3.99,2.35,2.87,4.51,4.9,5,3.98,64.4,60.3,64.32,66.4
9/27/2021,3.66,4.16,4.2,2.36,2.88,4.77,5.27,5.27,4.17,67.65,68.05,66.44,69.65
9/28/2021,4.08,4.54,4.59,2.37,2.9,5.25,5.88,5.72,4.56,68.61,67.68,71.79,70.61
9/29/2021,4.14,4.68,4.76,2.38,2.91,5.37,5.93,5.78,4.7,61.65,63.3,66.15,63.65
9/30/2021,4.38,4.6,4.71,2.39,2.92,5.34,5.68,5.59,4.64,60.74,61.36,63.25,62.74
10/1/2021,3.37,4.31,4.03,2.41,2.94,5.38,5.63,5.55,4.36,58.58,60.39,61.36,60.58
10/2/2021,2.03,3.85,3.38,2.42,2.95,5.34,5.61,5.56,3.92,62.93,64.31,64.72,64.93
10/3/2021,2.03,3.39,3.38,2.43,2.96,5.3,5.59,5.57,3.47,68.21,68.13,71.19,70.21
10/4/2021,2.04,3.7,4.03,2.44,2.97,5.47,5.77,5.74,3.77,71.42,67.36,73,73.42
10/5/2021,2.05,4.78,4.98,2.45,2.99,5.86,6.14,6.06,4.8,66.8,66.97,71.64,68.8
10/6/2021,2.05,5.25,5.23,2.46,3,5.9,6.19,6.09,5.27,67,69.19,70.59,69
10/7/2021,2.06,4.96,4.97,2.47,3.01,5.58,5.86,5.82,4.97,67.69,68.79,69.48,69.69
10/8/2021,2.06,4.67,4.55,2.48,3.02,5.38,5.65,5.69,4.65,67.99,67.71,69.48,69.99
10/9/2021,2.07,4.51,4.33,2.48,3.02,5.3,5.63,5.68,4.5,66.09,67,67.75,68.09
10/10/2021,2.08,4.36,4.33,2.48,3.02,5.22,5.61,5.67,4.34,65.5,69.31,69.05,67.5
10/11/2021,2.08,4.46,4.47,2.48,3.02,5.13,5.53,5.54,4.44,66.06,70.29,67.71,68.06
10/12/2021,2.09,4.68,4.65,2.48,3.02,5.09,5.48,5.39,4.68,65.81,68.41,68.04,67.81
10/13/2021,2.09,4.81,4.79,2.48,3.02,5.14,5.53,5.4,4.79,67.55,65.27,68.72,69.55
10/14/2021,2.1,5.05,5.03,2.48,3.02,5.4,5.74,5.64,5.04,67.94,70.53,67.65,69.94
10/15/2021,2.11,5.1,4.9,2.48,3.02,5.52,5.85,5.77,5.13,69.93,69.59,69.95,71.93
10/16/2021,2.11,4.91,4.62,2.48,3.02,5.31,5.69,5.65,4.92,67.52,57.02,67.23,69.52
10/17/2021,2.12,4.72,4.62,2.48,3.02,5.1,5.53,5.52,4.71,56.01,53.09,57.51,58.01
10/18/2021,2.13,4.55,4.56,2.48,3.02,4.9,5.22,5.27,4.54,53.73,53.5,56.61,55.73
10/19/2021,2.13,4.39,4.24,2.48,3.02,4.81,4.98,5,4.4,56.34,56.18,57.06,58.34
10/20/2021,2.14,4.21,4.04,2.48,3.02,4.82,4.95,4.86,4.23,63.14,59.16,60.46,65.14
10/21/2021,2.14,4.32,4.34,2.48,3.02,4.87,5,4.85,4.35,63.97,59.72,63.64,65.97
10/22/2021,2.15,4.5,4.55,2.49,3.03,4.93,5.08,4.94,4.55,61.91,51.22,64.56,63.91
10/23/2021,2.16,4.49,4.51,2.5,3.05,4.95,5.08,4.99,4.52,55.03,50.83,59.13,57.03
10/24/2021,2.16,4.48,4.51,2.52,3.07,4.97,5.09,5.04,4.49,54.17,55.69,61.57,56.17
10/25/2021,2.17,4.91,4.96,2.53,3.09,5.3,5.43,5.33,4.95,65.85,58.47,66.96,67.85
10/26/2021,2.17,5.41,5.46,2.54,3.11,5.6,5.7,5.59,5.47,58.93,48.29,59.85,60.93
10/27/2021,2.18,5.44,5.49,2.56,3.13,5.7,5.79,5.72,5.47,57,48.55,58.45,59
10/28/2021,2.19,5.02,5.06,2.57,3.15,5.63,5.71,5.74,5.06,54.58,54.82,59.01,56.58
10/29/2021,2.19,4.58,4.64,2.58,3.16,5.39,5.47,5.58,4.62,56.06,55.07,62,58.06
10/30/2021,2.2,4.52,4.64,2.58,3.16,5.3,5.44,5.49,4.51,58.8,52.71,57.34,60.8
10/31/2021,2.21,4.46,4.51,2.58,3.16,5.22,5.4,5.4,4.4,56.46,52.57,57.62,58.46
11/1/2021,2.06,4.69,4.66,2.58,3.16,5.15,5.29,5.26,4.67,52.62,46.59,54.39,54.62
11/2/2021,1.91,5.11,5.07,2.58,3.16,5.24,5.38,5.26,5.13,46.45,41.24,48.84,48.45
11/3/2021,1.92,5.42,5.36,2.58,3.16,5.44,5.73,5.47,5.42,42.65,38.46,44.77,44.65
11/4/2021,1.94,5.48,5.43,2.58,3.16,5.55,5.86,5.64,5.49,42.32,37.96,44.55,44.32
11/5/2021,1.95,5.28,5.1,2.59,3.19,5.49,5.74,5.64,5.33,41.65,38.1,43,43.65
11/6/2021,1.97,5.12,4.84,2.62,3.25,5.35,5.6,5.52,5.15,42.7,40.77,45.96,44.7
11/7/2021,1.98,4.96,4.84,2.65,3.31,5.2,5.46,5.39,4.97,44.47,44.57,49.03,46.47
11/8/2021,2,4.77,4.75,2.67,3.37,5.13,5.39,5.39,4.78,50.6,50.55,52.08,52.6
11/9/2021,2.01,4.4,4.42,2.7,3.44,4.9,5.27,5.27,4.37,54.93,53.64,54.78,56.93
11/10/2021,2.03,3.93,3.97,2.73,3.5,4.55,4.88,4.83,3.91,55.59,53.38,57.13,57.59
11/11/2021,2.04,3.84,3.88,2.76,3.56,4.59,4.68,4.68,3.92,53.93,55.81,56.68,55.93
11/12/2021,2.06,4.05,4.24,2.77,3.59,4.73,4.78,4.81,4.16,59.01,47.81,60.83,61.01
11/13/2021,2.07,4.23,4.5,2.77,3.59,4.73,4.89,4.85,4.32,45.8,38.11,47.45,47.8
11/14/2021,2.09,4.41,4.5,2.77,3.59,4.72,5,4.89,4.47,41.52,36.67,42.55,43.52
11/15/2021,2.1,4.51,4.51,2.77,3.59,4.64,4.91,4.81,4.58,42.26,36.65,43.51,44.26
11/16/2021,2.12,4.6,4.6,2.77,3.59,4.74,4.92,4.88,4.63,40.75,41.48,43.45,42.75
11/17/2021,2.13,4.56,4.57,2.77,3.59,4.86,4.99,4.92,4.57,47.16,56.81,53.05,49.16
11/18/2021,2.15,4.68,4.65,2.77,3.59,4.79,5.04,4.88,4.69,55.86,46.44,61.05,57.86
11/19/2021,2.16,4.87,4.77,2.77,3.59,4.81,5.18,4.96,4.89,42.02,34.22,43.49,44.02
11/20/2021,2.18,4.8,4.67,2.77,3.59,4.81,5.2,4.94,4.85,39.66,38.11,39.5,41.66
11/21/2021,2.19,4.73,4.67,2.77,3.59,4.81,5.21,4.91,4.81,46,42.05,46.45,48
11/22/2021,2.21,6.05,5.8,2.77,3.59,4.71,8.5,4.83,6.04,45.57,35.44,48.32,47.57
11/23/2021,2.22,6.11,5.85,2.77,3.59,4.65,8.84,4.83,6.11,36.05,31.23,37.1,38.05
11/24/2021,2.24,4.84,4.79,2.77,3.59,4.71,5.81,4.89,4.94,36.81,38.24,36.39,38.81
11/25/2021,2.25,4.92,4.85,2.77,3.59,4.73,5.76,4.89,5.01,43.04,44.7,43.84,45.04
11/26/2021,2.27,5,4.9,2.78,3.6,4.75,5.71,4.89,5.08,41.87,32.54,44.03,43.87
11/27/2021,2.28,5.08,4.96,2.79,3.61,4.77,5.66,4.89,5.15,36.48,33.9,37.3,38.48
11/28/2021,2.3,5.16,5.02,2.8,3.63,4.79,5.61,4.89,5.22,40.33,37.07,46.41,42.33
11/29/2021,2.31,5.34,5.16,2.81,3.64,4.76,5.74,4.88,5.48,37.62,33.97,40.84,39.62
11/30/2021,2.33,4.9,4.8,2.82,3.66,4.43,5.3,4.68,5.05,37.03,39.94,41.09,39.03
12/1/2021,-0.76,4.11,4.08,2.83,3.68,4.04,4.54,4.37,4.14,41.09,41.21,44.88,43.09
12/2/2021,-3.66,3.93,3.87,2.84,3.69,3.89,4.24,4.13,3.95,51.61,50.63,55.42,53.61
12/3/2021,-3.23,3.89,3.82,2.85,3.7,3.82,4.07,4.01,3.97,44.62,43.53,51.63,46.62
12/4/2021,-2.8,3.76,3.7,2.85,3.7,3.79,4.01,3.95,3.86,44,40.43,48.13,46
12/5/2021,-2.37,3.62,3.57,2.85,3.7,3.76,3.94,3.89,3.75,42.55,43.36,45.13,44.55
12/6/2021,-1.95,3.67,3.6,2.85,3.7,3.61,4.19,3.74,3.82,52.57,44.67,55.6,54.57
12/7/2021,-1.52,4.63,4.59,2.85,3.7,3.52,5.33,3.63,4.84,37.55,28.21,40.13,39.55
12/8/2021,-1.09,4.47,4.47,2.85,3.7,3.56,5.12,3.71,4.66,36.42,30.81,38.27,38.42
12/9/2021,-0.67,3.3,3.27,2.85,3.7,3.52,3.89,3.72,3.37,35.31,35.49,36.31,37.31
12/10/2021,-0.24,3.14,3.1,2.85,3.7,3.48,3.73,3.66,3.14,42.59,49.02,46.01,44.59
12/11/2021,0.19,3.1,3.06,2.85,3.7,3.51,3.78,3.66,3.07,55.33,52.7,60.81,57.33
12/12/2021,0.61,3.06,3.02,2.85,3.7,3.55,3.83,3.67,2.99,43.07,37.63,44.06,45.07
12/13/2021,1.04,3.19,3.17,2.85,3.7,3.73,4.02,3.81,3.19,42.01,39.42,39.22,44.01
12/14/2021,1.47,3.15,3.15,2.85,3.7,3.64,4.06,3.8,3.21,43.17,41.23,41.85,45.17
12/15/2021,1.9,2.94,2.92,2.85,3.7,3.49,3.92,3.7,2.99,45.48,50.67,45.05,47.48
12/16/2021,2.32,2.94,2.93,2.85,3.7,3.6,3.85,3.71,2.95,55.3,55.87,54.76,57.3
12/17/2021,2.75,3.09,3.08,2.85,3.7,3.59,3.88,3.67,3.07,53.58,42.34,59.59,55.58
12/18/2021,3.18,3.35,3.32,2.85,3.7,3.55,4.08,3.65,3.41,46.98,44.51,58.51,48.98
12/19/2021,3.6,3.61,3.56,2.85,3.7,3.51,4.28,3.63,3.76,39.86,33.93,47.2,41.86
12/20/2021,4.03,3.78,3.67,2.85,3.7,3.62,5.19,3.75,3.96,31.79,33.15,34.84,33.79
12/21/2021,4.46,4.36,4.13,2.85,3.7,3.73,6.11,3.9,4.41,35.4,34.68,36.71,37.4
12/22/2021,4.88,4.28,4.09,2.85,3.7,3.73,5.24,3.95,4.5,37.93,30.85,40.07,39.93
12/23/2021,5.31,3.53,3.45,2.85,3.7,3.71,4.12,3.93,3.98,33.02,33.82,35.48,35.02
12/24/2021,5.74,3.26,3.19,2.85,3.7,3.63,3.87,3.81,3.59,41.43,49.23,46.87,43.43
12/25/2021,6.17,2.99,2.94,2.85,3.7,3.54,3.63,3.69,3.2,48.98,54.91,59.44,50.98
12/26/2021,6.59,2.72,2.69,2.85,3.7,3.45,3.39,3.57,2.82,46.46,44.32,55.55,48.46
12/27/2021,7.02,2.69,2.66,2.85,3.7,3.4,3.27,3.41,2.71,36.92,49.19,46.52,38.92
12/28/2021,7.45,2.63,2.61,2.85,3.7,3.46,3.31,3.3,2.68,43.99,44.73,52.93,45.99
12/29/2021,7.87,2.47,2.44,2.85,3.7,3.52,3.32,3.35,2.53,46.27,45.5,58.54,48.27
12/30/2021,8.3,2.6,2.52,2.85,3.7,3.52,3.39,3.44,2.62,47.52,45.39,54.02,49.52
12/31/2021,8.73,2.82,2.73,2.84,3.68,3.56,3.59,3.52,2.88,50.75,49.86,55.83,52.75
1/1/2022,2.57,3.03,2.94,2.82,3.65,3.6,3.79,3.6,3.14,53.49,52.4,63.19,55.49
1/2/2022,-3.64,3.25,3.15,2.8,3.61,3.64,3.99,3.68,3.4,51.15,36.4,61.15,53.15
1/3/2022,-3.21,5.8,5.74,2.79,3.58,3.57,5.8,3.65,6.01,30.74,26.28,36.25,32.74
1/4/2022,-2.78,6.73,6.66,2.77,3.55,3.67,6.56,3.67,7.06,27.43,30.68,29.87,29.43
1/5/2022,-2.36,6.29,6.09,2.75,3.51,4.15,6.71,3.77,6.64,36.21,35.85,40.73,38.21
1/6/2022,-1.93,11.3,11.27,2.73,3.48,4.17,13,3.86,11.96,33.8,23.22,39.75,35.8
1/7/2022,-1.51,14.09,14.55,2.72,3.46,3.93,16.44,3.91,15.04,29.1,17.78,31.26,31.1
1/8/2022,-1.08,11.77,12.75,2.72,3.46,3.94,12.91,3.88,12.55,23.53,25.11,26.53,25.53
1/9/2022,-0.66,9.46,10.94,2.72,3.46,3.95,9.38,3.84,10.05,34.73,35.59,41.26,36.73
1/10/2022,-0.23,8.46,10.1,2.72,3.46,3.96,9.82,3.98,10.6,29.15,21.49,36.49,31.15
1/11/2022,0.19,6.91,7.8,2.72,3.46,3.92,8.65,4.1,8.91,20.2,20.96,27.06,22.2
1/12/2022,0.62,5.88,6.14,2.72,3.46,4.01,5.89,4.23,7.16,29.85,34.76,34.31,31.85
1/13/2022,1.05,7.28,7.63,2.72,3.46,4.29,7.24,4.59,10.69,36.01,36.48,39.33,38.01
1/14/2022,1.47,8.27,8.75,2.73,3.47,4.39,9.05,4.71,12.41,35.44,32.66,40.59,37.44
1/15/2022,1.9,8.86,9.53,2.74,3.49,4.32,11.35,4.61,12.3,19.71,23.85,30.09,21.71
1/16/2022,2.32,9.45,10.3,2.76,3.51,4.25,13.64,4.51,12.19,23.43,25.49,31.91,25.43
1/17/2022,2.75,10.04,11.07,2.77,3.52,4.18,15.94,4.41,12.08,36.49,27.44,36.72,38.49
1/18/2022,3.17,7.94,8.45,2.78,3.54,4.3,11.33,4.42,9.08,31.18,29.14,33.6,33.18
1/19/2022,3.6,9.64,10.06,2.8,3.56,4.55,9.25,4.61,11.02,36.7,35.63,39.67,38.7
1/20/2022,4.02,13.65,14.45,2.81,3.58,4.56,13.14,4.51,15.77,31.91,22.5,38.7,33.91
1/21/2022,4.45,13.37,13.92,2.82,3.59,4.38,13.39,4.24,15.4,19.67,16.64,25.99,21.67
1/22/2022,4.88,13.09,13.39,2.82,3.59,4.2,13.64,4.18,15.03,20.78,18.29,25.11,22.78
1/23/2022,5.3,12.8,12.87,2.82,3.59,4.02,13.89,4.12,14.67,27.68,25.78,30.05,29.68
1/24/2022,5.73,9.42,9.67,2.82,3.59,4.13,10.17,4.11,10.81,28.97,25.21,34.61,30.97
1/25/2022,6.15,9.84,10.15,2.82,3.59,4.19,10.48,4.15,11.89,33.64,23.38,39.87,35.64
1/26/2022,6.58,11.67,11.73,2.82,3.59,4.15,12.6,4.26,14.32,23.08,13.76,29.14,25.08
1/27/2022,7,8.98,9.51,2.82,3.59,4.34,9.56,4.41,10.21,23.5,20.71,28.51,25.5
1/28/2022,7.43,7.9,8.81,2.82,3.59,4.51,8.3,4.59,8.21,30.33,24.15,34.27,32.33
1/29/2022,7.85,7.35,8.1,2.82,3.59,4.67,7.64,4.87,7.65,20.27,13.44,27.25,22.27
1/30/2022,8.28,6.79,7.39,2.82,3.59,4.84,6.97,5.15,7.09,18.13,21.26,25.6,20.13
1/31/2022,8.71,6.24,6.68,2.82,3.59,5,6.31,5.43,6.53,23.38,24.44,31.78,25.38
2/1/2022,1.91,5.84,6.09,2.82,3.59,5.2,5.88,5.52,6.19,27.66,36.31,34,29.66
2/2/2022,-4.89,6.07,6.23,2.82,3.59,5.82,6.26,5.95,6.46,34.91,39.82,37.87,36.91
2/3/2022,-4.37,6.46,6.83,2.82,3.59,5.89,6.59,6.15,6.94,43.32,31.58,50.41,45.32
2/4/2022,-3.85,7.1,7.66,2.82,3.59,5.38,7.11,5.78,8.16,40.68,22.24,53.58,42.68
2/5/2022,-3.33,8.31,8.88,2.82,3.59,5.26,8.46,5.6,10.3,25.48,17.8,32.1,27.48
2/6/2022,-2.82,9.52,10.1,2.82,3.59,5.13,9.8,5.43,12.43,25.07,24.88,30.61,27.07
2/7/2022,-2.3,7.56,7.71,2.82,3.59,4.58,7.79,4.85,9.34,34.24,29.19,36.03,36.24
2/8/2022,-1.78,4.66,4.47,2.82,3.59,4.08,4.91,4.32,4.82,34.95,27.69,37.8,36.95
2/9/2022,-1.26,4.13,4.09,2.82,3.59,3.93,4.53,4.17,4.27,37.02,39.68,40.52,39.02
2/10/2022,-0.74,3.68,3.69,2.82,3.59,3.73,4.13,3.97,3.75,42.67,36.62,46.75,44.67
2/11/2022,-0.22,3.82,3.81,2.82,3.59,3.69,4.34,3.89,3.99,45.35,41.69,49.74,47.35
2/12/2022,0.29,4.56,4.53,2.82,3.6,3.73,5.16,3.91,5.06,49.06,32.2,55.1,51.06
2/13/2022,0.81,5.29,5.25,2.82,3.6,3.76,5.98,3.92,6.12,32.61,22.54,38.18,34.61
2/14/2022,1.33,5.72,6.01,2.82,3.6,3.83,6.29,3.99,6.82,23.4,19.39,30.66,25.4
2/15/2022,1.85,4.78,5.12,2.82,3.61,3.93,5.27,4.16,5.42,24.49,27.45,30.51,26.49
2/16/2022,2.37,3.94,3.97,2.82,3.61,4.11,4.47,4.34,4.01,37.61,47.44,43.39,39.61
2/17/2022,2.89,4.27,4.28,2.82,3.62,4.34,4.73,4.49,4.37,54.14,51.43,60.64,56.14
2/18/2022,3.41,4.42,4.45,2.82,3.62,4.44,4.84,4.57,4.55,44.57,28.24,51.91,46.57
2/19/2022,3.92,4.37,4.48,2.82,3.62,4.41,4.8,4.58,4.54,31.26,24.41,37.15,33.26
2/20/2022,4.44,4.32,4.51,2.82,3.62,4.39,4.76,4.59,4.53,29.26,34.06,34.43,31.26
2/21/2022,4.96,4.27,4.53,2.82,3.62,4.36,4.72,4.6,4.53,42.19,48.65,47.88,44.19
2/22/2022,5.48,4.09,4.27,2.82,3.62,4.42,4.62,4.54,4.23,51.4,56,60.69,53.4
2/23/2022,6,4.28,4.42,2.82,3.62,4.63,4.65,4.52,4.35,56.25,37.2,62.4,58.25
2/24/2022,6.52,4.76,5.19,2.82,3.62,4.8,4.84,4.67,5.63,33.99,31.49,41.56,35.99
2/25/2022,7.03,4.89,5.57,2.84,3.63,4.76,4.91,4.73,6.34,36.86,31.53,46.95,38.86
2/26/2022,7.55,4.85,5.64,2.87,3.65,4.6,4.91,4.66,6,31.94,28.77,38.76,33.94
2/27/2022,8.07,4.81,5.71,2.91,3.66,4.44,4.92,4.58,5.67,37.38,33.68,43.06,39.38
2/28/2022,8.59,4.42,4.87,2.94,3.68,4.22,4.64,4.41,4.82,33.34,35.47,40.57,35.34
3/1/2022,2.7,4.03,4,2.97,3.7,4.17,4.36,4.31,4.09,40.93,44.91,47.48,42.93
3/2/2022,-3.29,4.36,4.4,3.01,3.71,4.35,4.54,4.49,4.45,45.02,45.8,52.92,47.02
3/3/2022,-2.89,4.62,4.77,3.04,3.73,4.47,4.74,4.66,4.75,41.01,36.74,51.37,43.01
3/4/2022,-2.49,4.42,4.62,3.06,3.74,4.5,4.74,4.68,4.52,30.93,35.67,40.02,32.93
3/5/2022,-2.09,4.23,4.36,3.06,3.74,4.54,4.74,4.7,4.3,40.16,54.16,51.13,42.16
3/6/2022,-1.69,4.04,4.1,3.06,3.74,4.57,4.74,4.72,4.07,58.11,62.42,67.55,60.11
3/7/2022,-1.29,4.22,4.21,3.06,3.74,4.64,4.84,4.82,4.29,63.92,49.01,69.89,65.92
3/8/2022,-0.89,4.49,4.46,3.06,3.74,4.7,4.95,4.92,4.61,43.54,37.46,50.86,45.54
