,Date,BF/Ref Gas,Biomass,Hydro,Non-Fossil,Solar,Uranium,Waste Biomass,Wind,Gasoil,LSFO,BIT - CAPP,BIT - ILB,BIT - NAPP,BIT - UB,Lignite,SUB - PRB,ANR LA,ANR OK,Algonquin Citygate,Algonquin Receipts,Carthage Hub,Chicago Citygate,Columbia Gulf; mainline,Consumers,Dominion-South,El Paso Permian,GTN Malin,Henry Hub,Iroquois Zone 2,Katy,NBPL Ventura,NGPL Midcon,NNG Demarc,NNG Ventura,Oneok OK,PG and E Citygate,Socal Citygate,Southern Star,TETCO M1 30-in,TETCO M3,TGP Z6 del,Transco Z5 del,Transco Z6 NY,Transco Z6 Non-NY,Waha
341,2021-12-08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.72,3.84,3.615,3.0,3.71,3.695,3.56,3.655,2.86,3.135,4.155,3.89,3.64,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.505,12.17,6.195,5.485,3.43,0.0
342,2021-12-09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.71,3.84,3.615,3.0,3.71,3.695,3.57,3.655,2.86,3.16,4.155,3.89,3.79,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.41,8.67,4.06,3.44,3.465,0.0
343,2021-12-10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.71,3.84,3.615,3.0,3.71,3.695,3.46,3.655,2.86,2.92,4.155,3.89,3.655,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.13,3.91,3.71,3.155,3.31,0.0
344,2021-12-11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.71,3.84,3.615,3.0,3.71,3.695,3.565,3.655,2.86,2.805,4.155,3.89,3.67,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.0,4.005,3.855,3.04,3.235,0.0
345,2021-12-12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.71,3.84,3.615,3.0,3.71,3.695,3.565,3.655,2.86,2.805,4.155,3.89,3.67,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.0,4.005,3.855,3.04,3.235,0.0
346,2021-12-13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.71,3.84,3.615,3.0,3.71,3.695,3.565,3.655,2.86,2.805,4.155,3.89,3.67,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.0,4.005,3.855,3.04,3.235,0.0
347,2021-12-14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.71,3.84,3.615,3.0,3.71,3.695,3.895,3.655,2.86,3.155,4.155,3.89,3.96,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.35,4.825,4.195,3.34,3.545,0.0
348,2021-12-15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.71,3.84,3.615,3.0,3.71,3.695,3.39,3.655,2.86,2.735,4.155,3.89,3.645,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,2.945,3.745,3.925,2.95,3.275,0.0
349,2021-12-16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.71,3.84,3.615,3.0,3.71,3.695,3.59,3.655,2.86,2.77,4.155,3.89,3.75,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,2.895,3.58,3.92,2.925,3.405,0.0
350,2021-12-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.71,3.84,3.615,3.0,3.71,3.695,3.605,3.655,2.86,2.85,4.155,3.89,3.675,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,2.965,3.98,3.775,2.965,3.415,0.0
351,2021-12-18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.71,3.84,3.615,3.0,3.71,3.695,3.495,3.655,2.86,3.025,4.155,3.89,3.615,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.685,33.175,4.36,3.735,3.365,0.0
352,2021-12-19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.71,3.84,3.615,3.0,3.71,3.695,3.495,3.655,2.86,3.025,4.155,3.89,3.615,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.685,33.175,4.36,3.735,3.365,0.0
353,2021-12-20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.71,3.84,3.615,3.0,3.71,3.695,3.495,3.655,2.86,3.025,4.155,3.89,3.615,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.685,33.175,4.36,3.735,3.365,0.0
354,2021-12-21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.71,3.84,3.615,3.0,3.71,3.695,3.74,3.655,2.86,3.075,4.155,3.89,3.88,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.66,8.32,5.995,3.825,3.6,0.0
355,2021-12-22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.71,3.84,3.615,3.0,3.71,3.695,3.71,3.655,2.86,3.135,4.155,3.89,3.915,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.6,10.04,6.225,4.895,3.555,0.0
356,2021-12-23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.71,3.84,3.615,3.0,3.71,3.695,3.755,3.655,2.86,3.135,4.155,3.89,3.985,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.575,14.415,4.245,3.66,3.375,0.0
357,2021-12-24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.71,3.84,3.615,3.0,3.71,3.695,3.41,3.655,2.86,2.42,4.155,3.89,3.515,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,2.565,6.675,3.265,2.58,2.535,0.0
358,2021-12-25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.71,3.84,3.615,3.0,3.71,3.695,3.41,3.655,2.86,2.42,4.155,3.89,3.515,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,2.565,6.675,3.265,2.58,2.535,0.0
359,2021-12-26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.71,3.84,3.615,3.0,3.71,3.695,3.41,3.655,2.86,2.42,4.155,3.89,3.515,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,2.565,6.675,3.265,2.58,2.535,0.0
360,2021-12-27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.71,3.84,3.615,3.0,3.71,3.695,3.41,3.655,2.86,2.42,4.155,3.89,3.515,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,2.565,6.675,3.265,2.58,2.535,0.0
361,2021-12-28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.71,3.84,3.615,3.0,3.71,3.695,3.38,3.655,2.86,2.645,4.155,3.89,3.295,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,2.76,5.095,3.275,2.805,2.95,0.0
362,2021-12-29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.71,3.84,3.615,3.0,3.71,3.695,3.55,3.655,2.86,2.255,4.155,3.89,3.3,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,2.48,4.46,3.345,2.455,3.06,0.0
363,2021-12-30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.71,3.84,3.615,3.0,3.71,3.695,3.495,3.655,2.86,2.32,4.155,3.89,3.4,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,2.42,3.945,3.29,2.49,2.95,0.0
364,2021-12-31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.68,2.02,2.84,1.279999971,1.804999948,1.7,3.84,3.615,3.0,3.71,3.695,3.495,3.655,2.86,2.32,4.155,3.89,3.4,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,2.42,3.945,3.29,2.49,2.95,0.0
365,2022-01-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.65,2.27,2.82,1.279999971,1.804999948,1.68,3.84,3.615,3.0,3.71,3.695,3.665,3.655,2.86,2.675,4.155,3.89,3.7,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.26,5.395,4.095,3.36,3.33,0.0
366,2022-01-02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.61,2.53,2.8,1.279999971,1.804999948,1.67,3.84,3.615,3.0,3.71,3.695,3.665,3.655,2.86,2.675,4.155,3.89,3.7,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.26,5.395,4.095,3.36,3.33,0.0
367,2022-01-03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.58,2.78,2.79,1.279999971,1.804999948,1.65,3.84,3.615,3.0,3.71,3.695,3.665,3.655,2.86,2.675,4.155,3.89,3.7,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.26,5.395,4.095,3.36,3.33,0.0
368,2022-01-04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.55,3.03,2.77,1.279999971,1.804999948,1.63,3.84,3.615,3.0,3.71,3.695,3.465,3.655,2.86,2.99,4.155,3.89,3.58,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,8.235,9.68,7.51,8.255,3.37,0.0
369,2022-01-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.51,3.29,2.75,1.279999971,1.804999948,1.62,3.84,3.615,3.0,3.71,3.695,3.87,3.655,2.86,3.175,4.155,3.89,3.755,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.065,7.16,5.595,5.2,3.595,0.0
370,2022-01-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.48,3.54,2.73,1.279999971,1.804999948,1.6,3.84,3.615,3.0,3.71,3.695,4.425,3.655,2.86,3.375,4.155,3.89,3.785,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,7.04,12.455,7.84,7.385,3.76,0.0
371,2022-01-07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.46,3.67,2.72,1.279999971,1.804999948,1.59,3.84,3.615,3.0,3.71,3.695,3.92,3.655,2.86,3.455,4.155,3.89,3.93,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,15.465,23.225,18.215,15.24,3.6,0.0
372,2022-01-08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.46,3.67,2.72,1.279999971,1.804999948,1.59,3.84,3.615,3.0,3.71,3.695,3.96,3.655,2.86,3.445,4.155,3.89,3.825,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,10.015,24.005,7.61,8.3,3.4,0.0
373,2022-01-09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.46,3.67,2.72,1.279999971,1.804999948,1.59,3.84,3.615,3.0,3.71,3.695,3.96,3.655,2.86,3.445,4.155,3.89,3.825,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,10.015,24.005,7.61,8.3,3.4,0.0
374,2022-01-10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.46,3.67,2.72,1.279999971,1.804999948,1.59,3.84,3.615,3.0,3.71,3.695,3.96,3.655,2.86,3.445,4.155,3.89,3.825,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,10.015,24.005,7.61,8.3,3.4,0.0
375,2022-01-11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.46,3.67,2.72,1.279999971,1.804999948,1.59,3.84,3.615,3.0,3.71,3.695,3.965,3.655,2.86,3.6,4.155,3.89,4.135,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,10.175,20.365,12.07,8.62,3.755,0.0
376,2022-01-12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.46,3.67,2.72,1.279999971,1.804999948,1.59,3.84,3.615,3.0,3.71,3.695,3.875,3.655,2.86,3.54,4.155,3.89,4.055,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.405,17.09,5.215,5.19,3.72,0.0
377,2022-01-13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.46,3.67,2.72,1.279999971,1.804999948,1.59,3.84,3.615,3.0,3.71,3.695,4.41,3.655,2.86,4.29,4.155,3.89,4.585,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.225,18.42,5.23,5.175,4.11,0.0
378,2022-01-14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.47,3.67,2.73,1.279999971,1.804999948,1.59,3.84,3.615,3.0,3.71,3.695,4.43,3.655,2.86,4.215,4.155,3.89,4.765,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,8.37,26.285,7.91,7.975,4.3,0.0
379,2022-01-15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.49,3.68,2.74,1.279999971,1.804999948,1.6,3.84,3.615,3.0,3.71,3.695,4.14,3.655,2.86,3.88,4.155,3.89,4.36,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,11.15,24.59,17.09,10.34,3.955,0.0
380,2022-01-16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.51,3.69,2.76,1.279999971,1.804999948,1.61,3.84,3.615,3.0,3.71,3.695,4.14,3.655,2.86,3.88,4.155,3.89,4.36,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,11.15,24.59,17.09,10.34,3.955,0.0
381,2022-01-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.52,3.69,2.77,1.279999971,1.804999948,1.62,3.84,3.615,3.0,3.71,3.695,4.14,3.655,2.86,3.88,4.155,3.89,4.36,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,11.15,24.59,17.09,10.34,3.955,0.0
382,2022-01-18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.54,3.7,2.78,1.279999971,1.804999948,1.63,3.84,3.615,3.0,3.71,3.695,4.14,3.655,2.86,3.88,4.155,3.89,4.36,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,11.15,24.59,17.09,10.34,3.955,0.0
383,2022-01-19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.56,3.71,2.8,1.279999971,1.804999948,1.64,3.84,3.615,3.0,3.71,3.695,4.455,3.655,2.86,4.305,4.155,3.89,4.48,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.435,16.465,5.53,5.515,4.16,0.0
384,2022-01-20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.58,3.72,2.81,1.279999971,1.804999948,1.65,3.84,3.615,3.0,3.71,3.695,4.65,3.655,2.86,4.35,4.155,3.89,4.74,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,14.255,21.46,13.02,13.795,4.685,0.0
385,2022-01-21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,3.68,2.82,1.279999971,1.804999948,1.63,3.84,3.615,3.0,3.71,3.695,4.025,3.655,2.86,3.85,4.155,3.89,4.27,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,17.685,22.135,21.8,17.945,3.855,0.0
386,2022-01-22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,3.61,2.82,1.279999971,1.804999948,1.59,3.84,3.615,3.0,3.71,3.695,3.925,3.655,2.86,3.71,4.155,3.89,4.085,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,12.6,21.785,14.025,12.665,3.64,0.0
387,2022-01-23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,3.53,2.82,1.279999971,1.804999948,1.55,3.84,3.615,3.0,3.71,3.695,3.925,3.655,2.86,3.71,4.155,3.89,4.085,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,12.6,21.785,14.025,12.665,3.64,0.0
388,2022-01-24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,3.46,2.82,1.279999971,1.804999948,1.51,3.84,3.615,3.0,3.71,3.695,3.925,3.655,2.86,3.71,4.155,3.89,4.085,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,12.6,21.785,14.025,12.665,3.64,0.0
389,2022-01-25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,3.39,2.82,1.279999971,1.804999948,1.46,3.84,3.615,3.0,3.71,3.695,4.34,3.655,2.86,3.94,4.155,3.89,4.14,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,6.725,21.165,6.29,6.155,3.76,0.0
390,2022-01-26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,3.31,2.82,1.279999971,1.804999948,1.42,3.84,3.615,3.0,3.71,3.695,4.045,3.655,2.86,3.855,4.155,3.89,4.16,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,13.595,24.27,14.73,13.545,3.83,0.0
391,2022-01-27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,3.24,2.82,1.279999971,1.804999948,1.38,3.84,3.615,3.0,3.71,3.695,4.255,3.655,2.86,4.02,4.155,3.89,4.37,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,9.845,21.01,10.5,9.78,4.035,0.0
392,2022-01-28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,3.2,2.82,1.279999971,1.804999948,1.36,3.84,3.615,3.0,3.71,3.695,4.43,3.655,2.86,4.25,4.155,3.89,4.45,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,9.155,22.945,8.635,8.175,4.195,0.0
393,2022-01-29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,3.2,2.82,1.279999971,1.804999948,1.36,3.84,3.615,3.0,3.71,3.695,5.115,3.655,2.86,5.03,4.155,3.89,5.63,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,14.52,27.475,18.915,15.125,4.815,0.0
394,2022-01-30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,3.2,2.82,1.279999971,1.804999948,1.36,3.84,3.615,3.0,3.71,3.695,5.115,3.655,2.86,5.03,4.155,3.89,5.63,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,14.52,27.475,18.915,15.125,4.815,0.0
395,2022-01-31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,3.2,2.82,1.279999971,1.804999948,1.36,3.84,3.615,3.0,3.71,3.695,5.115,3.655,2.86,5.03,4.155,3.89,5.63,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,14.52,27.475,18.915,15.125,4.815,0.0
396,2022-02-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,3.2,2.82,1.279999971,1.804999948,1.36,3.84,3.615,3.0,3.71,3.695,5.08,3.655,2.86,4.96,4.155,3.89,5.575,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,6.32,22.845,5.975,5.965,4.83,0.0
397,2022-02-02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,3.2,2.82,1.279999971,1.804999948,1.36,3.84,3.615,3.0,3.71,3.695,5.305,3.655,2.86,5.01,4.155,3.89,5.455,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.865,12.535,5.79,5.675,5.315,0.0
398,2022-02-03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,3.2,2.82,1.279999971,1.804999948,1.36,3.84,3.615,3.0,3.71,3.695,6.32,3.655,2.86,5.745,4.155,3.89,6.44,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,6.605,16.63,6.735,6.43,7.27,0.0
399,2022-02-04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,3.2,2.82,1.279999971,1.804999948,1.36,3.84,3.615,3.0,3.71,3.695,5.44,3.655,2.86,5.3,4.155,3.89,5.865,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,7.05,23.08,6.445,6.515,6.165,0.0
400,2022-02-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,3.2,2.82,1.279999971,1.804999948,1.36,3.84,3.615,3.0,3.71,3.695,5.07,3.655,2.86,4.995,4.155,3.89,5.34,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,10.715,21.79,10.475,10.125,4.97,0.0
401,2022-02-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,3.2,2.82,1.279999971,1.804999948,1.36,3.84,3.615,3.0,3.71,3.695,5.07,3.655,2.86,4.995,4.155,3.89,5.34,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,10.715,21.79,10.475,10.125,4.97,0.0
402,2022-02-07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,3.2,2.82,1.279999971,1.804999948,1.36,3.84,3.615,3.0,3.71,3.695,5.07,3.655,2.86,4.995,4.155,3.89,5.34,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,10.715,21.79,10.475,10.125,4.97,0.0
403,2022-02-08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,3.2,2.82,1.279999971,1.804999948,1.36,3.84,3.615,3.0,3.71,3.695,4.08,3.655,2.86,3.995,4.155,3.89,4.35,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.7,12.795,5.085,4.975,3.735,0.0
404,2022-02-09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,3.2,2.82,1.279999971,1.804999948,1.36,3.84,3.615,3.0,3.71,3.695,4.075,3.655,2.86,3.865,4.155,3.89,4.29,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.25,11.28,4.73,4.345,3.6,0.0
405,2022-02-10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,3.2,2.82,1.279999971,1.804999948,1.36,3.84,3.615,3.0,3.71,3.695,3.79,3.655,2.86,3.645,4.155,3.89,4.055,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.92,8.705,4.335,3.905,3.48,0.0
406,2022-02-11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,3.2,2.82,1.279999971,1.804999948,1.35,3.84,3.615,3.0,3.71,3.695,3.68,3.655,2.86,3.31,4.155,3.89,3.885,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.46,4.41,3.93,3.455,3.255,0.0
407,2022-02-12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.6,3.2,2.82,1.279999971,1.804999948,1.33,3.84,3.615,3.0,3.71,3.695,3.78,3.655,2.86,3.495,4.155,3.89,3.93,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.61,14.36,6.395,5.66,3.33,0.0
408,2022-02-13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.6,3.2,2.82,1.279999971,1.804999948,1.31,3.84,3.615,3.0,3.71,3.695,3.78,3.655,2.86,3.495,4.155,3.89,3.93,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.61,14.36,6.395,5.66,3.33,0.0
409,2022-02-14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.6,3.2,2.82,1.279999971,1.804999948,1.3,3.84,3.615,3.0,3.71,3.695,3.78,3.655,2.86,3.495,4.155,3.89,3.93,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.61,14.36,6.395,5.66,3.33,0.0
410,2022-02-15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.61,3.2,2.82,1.279999971,1.804999948,1.28,3.84,3.615,3.0,3.71,3.695,3.875,3.655,2.86,3.725,4.155,3.89,4.05,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,6.415,21.9,6.19,5.775,3.4,0.0
