,Date,BF/Ref Gas,Biomass,Hydro,Non-Fossil,Solar,Uranium,Waste Biomass,Wind,Gasoil,LSFO,BIT - CAPP,BIT - ILB,BIT - NAPP,BIT - UB,Lignite,SUB - PRB,ANR LA,ANR OK,Algonquin Citygate,Algonquin Receipts,Carthage Hub,Chicago Citygate,Columbia Gulf; mainline,Consumers,Dominion-South,El Paso Permian,GTN Malin,Henry Hub,Iroquois Zone 2,Katy,NBPL Ventura,NGPL Midcon,NNG Demarc,NNG Ventura,Oneok OK,PG and E Citygate,Socal Citygate,Southern Star,TETCO M1 30-in,TETCO M3,TGP Z6 del,Transco Z5 del,Transco Z6 NY,Transco Z6 Non-NY,Waha
271,2021-09-29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,2.91,1.54,2.38,1.279999971,1.804999948,0.76,3.84,3.615,3.0,3.71,3.695,5.44,3.655,2.86,4.765,4.155,3.89,5.925,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.78,4.895,6.13,4.69,5.195,0.0
272,2021-09-30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,2.92,1.54,2.39,1.279999971,1.804999948,0.76,3.84,3.615,3.0,3.71,3.695,5.29,3.655,2.86,4.65,4.155,3.89,5.625,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.745,4.865,5.7,4.675,5.05,0.0
273,2021-10-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,2.94,1.54,2.41,1.279999971,1.804999948,0.76,3.84,3.615,3.0,3.71,3.695,5.4,3.655,2.86,4.605,4.155,3.89,5.545,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.67,5.02,5.625,4.54,5.14,0.0
274,2021-10-02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,2.95,1.54,2.42,1.279999971,1.804999948,0.76,3.84,3.615,3.0,3.71,3.695,5.275,3.655,2.86,3.57,4.155,3.89,5.575,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.385,4.475,5.585,3.165,5.22,0.0
275,2021-10-03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,2.96,1.54,2.43,1.279999971,1.804999948,0.76,3.84,3.615,3.0,3.71,3.695,5.275,3.655,2.86,3.57,4.155,3.89,5.575,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.385,4.475,5.585,3.165,5.22,0.0
276,2021-10-04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,2.97,1.54,2.44,1.279999971,1.804999948,0.76,3.84,3.615,3.0,3.71,3.695,5.275,3.655,2.86,3.57,4.155,3.89,5.575,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.385,4.475,5.585,3.165,5.22,0.0
277,2021-10-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,2.99,1.54,2.45,1.279999971,1.804999948,0.75,3.84,3.615,3.0,3.71,3.695,5.755,3.655,2.86,4.54,4.155,3.89,5.875,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.68,5.405,6.08,4.68,5.645,0.0
278,2021-10-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.0,1.54,2.46,1.279999971,1.804999948,0.75,3.84,3.615,3.0,3.71,3.695,6.05,3.655,2.86,5.13,4.155,3.89,6.225,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.29,5.995,6.325,5.335,5.76,0.0
279,2021-10-07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.01,1.54,2.47,1.279999971,1.804999948,0.75,3.84,3.615,3.0,3.71,3.695,5.745,3.655,2.86,5.095,4.155,3.89,5.95,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.17,5.615,6.04,5.185,5.575,0.0
280,2021-10-08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.02,1.54,2.48,1.279999971,1.804999948,0.75,3.84,3.615,3.0,3.71,3.695,5.415,3.655,2.86,4.72,4.155,3.89,5.69,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.77,5.375,5.665,4.75,5.17,0.0
281,2021-10-09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.02,1.54,2.48,1.279999971,1.804999948,0.75,3.84,3.615,3.0,3.71,3.695,5.17,3.655,2.86,4.295,4.155,3.89,5.66,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.33,4.95,5.595,4.29,5.035,0.0
282,2021-10-10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.02,1.54,2.48,1.279999971,1.804999948,0.75,3.84,3.615,3.0,3.71,3.695,5.17,3.655,2.86,4.295,4.155,3.89,5.66,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.33,4.95,5.595,4.29,5.035,0.0
283,2021-10-11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.02,1.54,2.48,1.279999971,1.804999948,0.75,3.84,3.615,3.0,3.71,3.695,5.17,3.655,2.86,4.295,4.155,3.89,5.66,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.33,4.95,5.595,4.29,5.035,0.0
284,2021-10-12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.02,1.54,2.48,1.279999971,1.804999948,0.75,3.84,3.615,3.0,3.71,3.695,5.08,3.655,2.86,4.47,4.155,3.89,5.415,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.605,5.31,5.45,4.65,3.94,0.0
285,2021-10-13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.02,1.54,2.48,1.279999971,1.804999948,0.75,3.84,3.615,3.0,3.71,3.695,5.11,3.655,2.86,4.56,4.155,3.89,5.36,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.7,5.055,5.49,4.725,4.915,0.0
286,2021-10-14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.02,1.54,2.48,1.279999971,1.804999948,0.75,3.84,3.615,3.0,3.71,3.695,5.175,3.655,2.86,4.76,4.155,3.89,5.45,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.885,5.42,5.555,4.91,4.725,0.0
287,2021-10-15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.02,1.54,2.48,1.279999971,1.804999948,0.75,3.84,3.615,3.0,3.71,3.695,5.62,3.655,2.86,5.015,4.155,3.89,5.83,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.17,6.05,5.9,5.205,5.235,0.0
288,2021-10-16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.02,1.54,2.48,1.279999971,1.804999948,0.75,3.84,3.615,3.0,3.71,3.695,4.995,3.655,2.86,4.56,4.155,3.89,5.46,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.62,5.245,5.44,4.63,4.835,0.0
289,2021-10-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.02,1.54,2.48,1.279999971,1.804999948,0.75,3.84,3.615,3.0,3.71,3.695,4.995,3.655,2.86,4.56,4.155,3.89,5.46,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.62,5.245,5.44,4.63,4.835,0.0
290,2021-10-18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.02,1.54,2.48,1.279999971,1.804999948,0.75,3.84,3.615,3.0,3.71,3.695,4.995,3.655,2.86,4.56,4.155,3.89,5.46,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.62,5.245,5.44,4.63,4.835,0.0
291,2021-10-19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.02,1.54,2.48,1.279999971,1.804999948,0.75,3.84,3.615,3.0,3.71,3.695,4.81,3.655,2.86,4.38,4.155,3.89,5.075,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.5,5.06,4.995,4.485,4.605,0.0
292,2021-10-20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.02,1.54,2.48,1.279999971,1.804999948,0.75,3.84,3.615,3.0,3.71,3.695,4.63,3.655,2.86,3.865,4.155,3.89,4.775,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.98,4.7,4.93,3.96,4.5,0.0
293,2021-10-21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.02,1.54,2.48,1.279999971,1.804999948,0.75,3.84,3.615,3.0,3.71,3.695,4.835,3.655,2.86,4.115,4.155,3.89,4.785,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.1,4.825,4.925,4.125,4.575,0.0
294,2021-10-22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.03,1.55,2.49,1.279999971,1.804999948,0.75,3.84,3.615,3.0,3.71,3.695,4.92,3.655,2.86,4.445,4.155,3.89,4.915,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.575,4.965,5.065,4.51,4.675,0.0
295,2021-10-23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.05,1.57,2.5,1.279999971,1.804999948,0.76,3.84,3.615,3.0,3.71,3.695,4.975,3.655,2.86,4.405,4.155,3.89,5.07,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.515,5.04,5.095,4.47,4.685,0.0
296,2021-10-24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.07,1.59,2.52,1.279999971,1.804999948,0.77,3.84,3.615,3.0,3.71,3.695,4.975,3.655,2.86,4.405,4.155,3.89,5.07,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.515,5.04,5.095,4.47,4.685,0.0
297,2021-10-25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.09,1.61,2.53,1.279999971,1.804999948,0.78,3.84,3.615,3.0,3.71,3.695,4.975,3.655,2.86,4.405,4.155,3.89,5.07,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.515,5.04,5.095,4.47,4.685,0.0
298,2021-10-26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.11,1.63,2.54,1.279999971,1.804999948,0.79,3.84,3.615,3.0,3.71,3.695,5.625,3.655,2.86,5.25,4.155,3.89,5.595,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.405,5.745,5.75,5.36,5.225,0.0
299,2021-10-27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.13,1.65,2.56,1.279999971,1.804999948,0.8,3.84,3.615,3.0,3.71,3.695,5.575,3.655,2.86,5.34,4.155,3.89,5.585,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.515,5.81,5.645,5.46,5.075,0.0
300,2021-10-28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.15,1.67,2.57,1.279999971,1.804999948,0.81,3.84,3.615,3.0,3.71,3.695,5.82,3.655,2.86,5.29,4.155,3.89,5.86,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.48,5.815,5.93,5.425,5.47,0.0
301,2021-10-29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.16,1.68,2.58,1.279999971,1.804999948,0.82,3.84,3.615,3.0,3.71,3.695,5.43,3.655,2.86,4.645,4.155,3.89,5.62,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.64,4.825,5.485,4.615,5.26,0.0
302,2021-10-30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.16,1.68,2.58,1.279999971,1.804999948,0.82,3.84,3.615,3.0,3.71,3.695,5.43,3.655,2.86,4.645,4.155,3.89,5.62,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.64,4.825,5.485,4.615,5.26,0.0
303,2021-10-31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.16,1.68,2.58,1.279999971,1.804999948,0.82,3.84,3.615,3.0,3.71,3.695,5.43,3.655,2.86,4.645,4.155,3.89,5.62,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.64,4.825,5.485,4.615,5.26,0.0
304,2021-11-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.16,1.68,2.58,1.279999971,1.804999948,0.82,3.84,3.615,3.0,3.71,3.695,5.175,3.655,2.86,4.295,4.155,3.89,5.355,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.385,4.965,5.385,4.425,4.88,0.0
305,2021-11-02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.16,1.68,2.58,1.279999971,1.804999948,0.82,3.84,3.615,3.0,3.71,3.695,5.13,3.655,2.86,4.765,4.155,3.89,5.165,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.93,5.15,5.195,4.955,3.95,0.0
306,2021-11-03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.16,1.68,2.58,1.279999971,1.804999948,0.82,3.84,3.615,3.0,3.71,3.695,5.35,3.655,2.86,4.98,4.155,3.89,5.36,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.215,5.65,5.565,5.26,5.085,0.0
307,2021-11-04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.16,1.68,2.58,1.279999971,1.804999948,0.82,3.84,3.615,3.0,3.71,3.695,5.54,3.655,2.86,5.2,4.155,3.89,5.585,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.505,5.88,5.905,5.59,5.215,0.0
308,2021-11-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.19,1.69,2.59,1.279999971,1.804999948,0.89,3.84,3.615,3.0,3.71,3.695,5.565,3.655,2.86,5.17,4.155,3.89,5.7,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.355,5.73,5.815,5.365,5.135,0.0
309,2021-11-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.25,1.71,2.62,1.279999971,1.804999948,1.02,3.84,3.615,3.0,3.71,3.695,5.125,3.655,2.86,4.67,4.155,3.89,5.33,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.845,5.15,5.385,4.88,4.855,0.0
310,2021-11-07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.31,1.74,2.65,1.279999971,1.804999948,1.15,3.84,3.615,3.0,3.71,3.695,5.125,3.655,2.86,4.67,4.155,3.89,5.33,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.845,5.15,5.385,4.88,4.855,0.0
311,2021-11-08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.37,1.76,2.67,1.279999971,1.804999948,1.28,3.84,3.615,3.0,3.71,3.695,5.125,3.655,2.86,4.67,4.155,3.89,5.33,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.845,5.15,5.385,4.88,4.855,0.0
312,2021-11-09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.44,1.78,2.7,1.279999971,1.804999948,1.41,3.84,3.615,3.0,3.71,3.695,5.14,3.655,2.86,4.56,4.155,3.89,5.46,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.65,5.005,5.405,4.655,4.72,0.0
313,2021-11-10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.5,1.81,2.73,1.279999971,1.804999948,1.54,3.84,3.615,3.0,3.71,3.695,4.65,3.655,2.86,4.07,4.155,3.89,5.075,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.18,4.79,5.12,4.14,4.3,0.0
314,2021-11-11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.56,1.83,2.76,1.279999971,1.804999948,1.67,3.84,3.615,3.0,3.71,3.695,4.45,3.655,2.86,3.67,4.155,3.89,4.575,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.765,4.38,4.62,3.73,3.985,0.0
315,2021-11-12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,1.84,2.77,1.279999971,1.804999948,1.74,3.84,3.615,3.0,3.71,3.695,4.735,3.655,2.86,3.95,4.155,3.89,4.795,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.0,4.52,4.725,3.965,4.36,0.0
316,2021-11-13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,1.84,2.77,1.279999971,1.804999948,1.74,3.84,3.615,3.0,3.71,3.695,4.72,3.655,2.86,4.365,4.155,3.89,4.89,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.5,5.27,5.055,4.495,4.405,0.0
317,2021-11-14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,1.84,2.77,1.279999971,1.804999948,1.74,3.84,3.615,3.0,3.71,3.695,4.72,3.655,2.86,4.365,4.155,3.89,4.89,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.5,5.27,5.055,4.495,4.405,0.0
318,2021-11-15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,1.84,2.77,1.279999971,1.804999948,1.74,3.84,3.615,3.0,3.71,3.695,4.72,3.655,2.86,4.365,4.155,3.89,4.89,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.5,5.27,5.055,4.495,4.405,0.0
319,2021-11-16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,1.84,2.77,1.279999971,1.804999948,1.74,3.84,3.615,3.0,3.71,3.695,4.55,3.655,2.86,4.32,4.155,3.89,4.71,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.515,5.24,4.76,4.535,4.32,0.0
320,2021-11-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,1.84,2.77,1.279999971,1.804999948,1.74,3.84,3.615,3.0,3.71,3.695,4.94,3.655,2.86,4.49,4.155,3.89,5.055,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.69,5.205,5.075,4.66,4.73,0.0
321,2021-11-18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,1.84,2.77,1.279999971,1.804999948,1.74,3.84,3.615,3.0,3.71,3.695,4.78,3.655,2.86,4.31,4.155,3.89,4.79,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.45,4.88,4.91,4.455,4.62,0.0
322,2021-11-19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,1.84,2.77,1.279999971,1.804999948,1.74,3.84,3.615,3.0,3.71,3.695,4.81,3.655,2.86,4.59,4.155,3.89,4.975,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.855,5.06,5.175,4.9,4.625,0.0
323,2021-11-20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,1.84,2.77,1.279999971,1.804999948,1.74,3.84,3.615,3.0,3.71,3.695,4.815,3.655,2.86,4.52,4.155,3.89,4.9,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.67,5.63,5.22,4.695,4.615,0.0
324,2021-11-21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,1.84,2.77,1.279999971,1.804999948,1.74,3.84,3.615,3.0,3.71,3.695,4.815,3.655,2.86,4.52,4.155,3.89,4.9,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.67,5.63,5.22,4.695,4.615,0.0
325,2021-11-22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,1.84,2.77,1.279999971,1.804999948,1.74,3.84,3.615,3.0,3.71,3.695,4.815,3.655,2.86,4.52,4.155,3.89,4.9,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.67,5.63,5.22,4.695,4.615,0.0
326,2021-11-23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,1.84,2.77,1.279999971,1.804999948,1.74,3.84,3.615,3.0,3.71,3.695,4.605,3.655,2.86,4.375,4.155,3.89,4.765,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,6.935,10.125,11.84,7.405,4.205,0.0
327,2021-11-24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,1.84,2.77,1.279999971,1.804999948,1.74,3.84,3.615,3.0,3.71,3.695,4.695,3.655,2.86,4.47,4.155,3.89,4.895,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.76,5.81,5.855,4.795,4.435,0.0
328,2021-11-25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.59,1.84,2.77,1.279999971,1.804999948,1.74,3.84,3.615,3.0,3.71,3.695,4.8,3.655,2.86,4.555,4.155,3.89,4.895,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.045,7.215,5.58,5.195,4.385,0.0
329,2021-11-26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.6,1.84,2.78,1.279999971,1.804999948,1.74,3.84,3.615,3.0,3.71,3.695,4.8,3.655,2.86,4.555,4.155,3.89,4.895,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.045,7.215,5.58,5.195,4.385,0.0
330,2021-11-27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.61,1.85,2.79,1.279999971,1.804999948,1.74,3.84,3.615,3.0,3.71,3.695,4.8,3.655,2.86,4.555,4.155,3.89,4.895,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.045,7.215,5.58,5.195,4.385,0.0
331,2021-11-28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.63,1.86,2.8,1.279999971,1.804999948,1.74,3.84,3.615,3.0,3.71,3.695,4.8,3.655,2.86,4.555,4.155,3.89,4.895,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.045,7.215,5.58,5.195,4.385,0.0
332,2021-11-29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.64,1.86,2.81,1.279999971,1.804999948,1.74,3.84,3.615,3.0,3.71,3.695,4.8,3.655,2.86,4.555,4.155,3.89,4.895,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.045,7.215,5.58,5.195,4.385,0.0
333,2021-11-30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.66,1.87,2.82,1.279999971,1.804999948,1.74,3.84,3.615,3.0,3.71,3.695,4.725,3.655,2.86,4.52,4.155,3.89,4.86,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,5.295,8.085,5.9,5.485,4.385,0.0
334,2021-12-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.68,1.88,2.83,1.279999971,1.804999948,1.74,3.84,3.615,3.0,3.71,3.695,4.14,3.655,2.86,3.965,4.155,3.89,4.505,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,4.3,8.115,4.7,4.315,3.9,0.0
335,2021-12-02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.69,1.89,2.84,1.279999971,1.804999948,1.74,3.84,3.615,3.0,3.71,3.695,3.94,3.655,2.86,3.65,4.155,3.89,4.225,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.855,5.355,4.37,3.9,3.75,0.0
336,2021-12-03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.74,3.84,3.615,3.0,3.71,3.695,3.835,3.655,2.86,3.6,4.155,3.89,4.04,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.88,8.1,4.1,3.96,3.61,0.0
337,2021-12-04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.73,3.84,3.615,3.0,3.71,3.695,3.745,3.655,2.86,3.31,4.155,3.89,3.855,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.51,5.0,3.905,3.555,3.515,0.0
338,2021-12-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.73,3.84,3.615,3.0,3.71,3.695,3.745,3.655,2.86,3.31,4.155,3.89,3.855,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.51,5.0,3.905,3.555,3.515,0.0
339,2021-12-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.73,3.84,3.615,3.0,3.71,3.695,3.745,3.655,2.86,3.31,4.155,3.89,3.855,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.51,5.0,3.905,3.555,3.515,0.0
340,2021-12-07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,15.8,3.7,1.89,2.85,1.279999971,1.804999948,1.72,3.84,3.615,3.0,3.71,3.695,3.475,3.655,2.86,3.07,4.155,3.89,3.63,3.82,3.61,3.625,3.695,3.615,3.64,5.355,7.63,3.63,3.9,2.96,3.685,7.575,4.485,3.785,3.39,0.0
